Key,한국어원문,위치(Note),en,zh-TW,ja
MLUA_CARDMANAGER_099,"피해량 +50, 넉백 효과 신규 획득",RootDesk/MyDesk/Card/CardManager.mlua:16417,"Damage +50, Knockback Effect New Obtain","傷害 +50, 擊退 效果 新 獲得","ダメージ +50, ノックバック 効果 新規 獲得"
MLUA_CARDMANAGER_100,"해금! (대미지 75, 타겟 2명, 속박 1초)",RootDesk/MyDesk/Card/CardManager.mlua:16423,"Unlocked! (Damage 75, Targets 2 targets, Bind 1s)","解鎖! (傷害 75, 目標 2個目標, 束縛 1秒)","解放! (ダメージ 75, ターゲット 2体, 拘束 1秒)"
MLUA_CARDMANAGER_101,"공격 대상 +1, 속박 지속 증가",RootDesk/MyDesk/Card/CardManager.mlua:16425,"Attack target +1, Bind Duration Increase","攻擊 目標 +1, 束縛 持續 增加","攻撃 対象 +1, 拘束 持続 増加"
MLUA_CARDMANAGER_102,"해금! (대미지 120, 타겟 1명, 빙결 스택 +1)",RootDesk/MyDesk/Card/CardManager.mlua:16431,"Unlocked! (Damage 120, Targets 1 targets, Freeze Stack +1)","解鎖! (傷害 120, 目標 1個目標, 冰凍 層數 +1)","解放! (ダメージ 120, ターゲット 1体, 凍結 スタック +1)"
MLUA_CARDMANAGER_103,"해금! (대미지 350, 광역 범위, 3연타, 스턴 40% 3초)",RootDesk/MyDesk/Card/CardManager.mlua:16439,"Unlocked! (Damage 350, Area, 3hits, Stun 40% 3s)","解鎖! (傷害 350, 範圍, 3連擊, 暈眩 40% 3秒)","解放! (ダメージ 350, 範囲, 3連打, スタン 40% 3秒)"
MLUA_CARDMANAGER_104,"피해량 +88, 공격 대상 +1",RootDesk/MyDesk/Card/CardManager.mlua:16440,"Damage +88, Attack target +1","傷害 +88, 攻擊 目標 +1","ダメージ +88, 攻撃 対象 +1"
MLUA_CARDMANAGER_105,"피해량 +87, 스턴 확률 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16441,"Damage +87, Stun Chance +10%","傷害 +87, 暈眩 機率 +10%","ダメージ +87, スタン 確率 +10%"
MLUA_CARDMANAGER_106,"해금! (대미지 250, 타겟 3명, 슬로우, 빙결 스택 2)",RootDesk/MyDesk/Card/CardManager.mlua:16445,"Unlocked! (Damage 250, Targets 3 targets, Slow, Freeze Stack 2)","解鎖! (傷害 250, 目標 3個目標, 緩速, 冰凍 層數 2)","解放! (ダメージ 250, ターゲット 3体, スロー, 凍結 スタック 2)"
MLUA_CARDMANAGER_107,"피해량 +50, 공격 대상 +1",RootDesk/MyDesk/Card/CardManager.mlua:16447 | RootDesk/MyDesk/Card/CardManager.mlua:16717 | RootDesk/MyDesk/Card/CardManager.mlua:16767,"Damage +50, Attack target +1","傷害 +50, 攻擊 目標 +1","ダメージ +50, 攻撃 対象 +1"
MLUA_CARDMANAGER_108,"해금! (피격 피해 -5%, 영구)",RootDesk/MyDesk/Card/CardManager.mlua:16451,"Unlocked! (pigyeok Damage -5%, Permanent)","解鎖! (pigyeok 傷害 -5%, 永久)","解放! (pigyeok ダメージ -5%, 永続)"
MLUA_CARDMANAGER_109,피해 감소량 +2%,RootDesk/MyDesk/Card/CardManager.mlua:16452 | RootDesk/MyDesk/Card/CardManager.mlua:16454,Damage Reductionryang +2%,傷害 減少ryang +2%,ダメージ 減少ryang +2%
MLUA_CARDMANAGER_110,피해 감소량 +3%,RootDesk/MyDesk/Card/CardManager.mlua:16453 | RootDesk/MyDesk/Card/CardManager.mlua:16455,Damage Reductionryang +3%,傷害 減少ryang +3%,ダメージ 減少ryang +3%
MLUA_CARDMANAGER_111,"해금! (대미지 300, 연쇄 3명, 치명타+20%, 마지막 착탄 +50%)",RootDesk/MyDesk/Card/CardManager.mlua:16459,"Unlocked! (Damage 300, Chain 3 targets, Critical+20%, Final impact +50%)","解鎖! (傷害 300, 連鎖 3個目標, chi個目標擊+20%, majimak 命中 +50%)","解放! (ダメージ 300, 連鎖 3体, chi体ヒット+20%, majimak 着弾 +50%)"
MLUA_CARDMANAGER_112,"피해량 +50, 연쇄 대상 +1, 마지막 착탄 보너스 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16460 | RootDesk/MyDesk/Card/CardManager.mlua:16461,"Damage +50, Chain target +1, Final impact Bonus +10%","傷害 +50, 連鎖 目標 +1, majimak 命中 加成 +10%","ダメージ +50, 連鎖 対象 +1, majimak 着弾 ボーナス +10%"
MLUA_CARDMANAGER_113,"해금! (대미지 300, 광역+관통, 출혈, 넉백)",RootDesk/MyDesk/Card/CardManager.mlua:16465,"Unlocked! (Damage 300, Area+Pierce, Bleed, Knockback)","解鎖! (傷害 300, 範圍+穿透, 流血, 擊退)","解放! (ダメージ 300, 範囲+貫通, 出血, ノックバック)"
MLUA_CARDMANAGER_114,"해금! (대미지 400, 고정 광역, 확률적 2연타 25%)",RootDesk/MyDesk/Card/CardManager.mlua:16471,"Unlocked! (Damage 400, Fixed Area, ChanceEnemy 2 hits 25%)","解鎖! (傷害 400, 固定 範圍, 機率敵人 2連擊 25%)","解放! (ダメージ 400, 固定 範囲, 確率敵 2連打 25%)"
MLUA_CARDMANAGER_115,"피해량 +50, 2연타 확률 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16472,"Damage +50, 2 hits Chance +5%","傷害 +50, 2連擊 機率 +5%","ダメージ +50, 2連打 確率 +5%"
MLUA_CARDMANAGER_116,"피해량 +50, 범위 증가, 2연타 확률 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16473,"Damage +50, Area Increase, 2 hits Chance +10%","傷害 +50, 範圍 增加, 2連擊 機率 +10%","ダメージ +50, 範囲 増加, 2連打 確率 +10%"
MLUA_CARDMANAGER_117,"해금! (피해량 +3%, 영구)",RootDesk/MyDesk/Card/CardManager.mlua:16477,"Unlocked! (Damage +3%, Permanent)","解鎖! (傷害 +3%, 永久)","解放! (ダメージ +3%, 永続)"
MLUA_CARDMANAGER_118,피해량 증가 +3%p,RootDesk/MyDesk/Card/CardManager.mlua:16478 | RootDesk/MyDesk/Card/CardManager.mlua:16479 | RootDesk/MyDesk/Card/CardManager.mlua:16480 | RootDesk/MyDesk/Card/CardManager.mlua:16481 | RootDesk/MyDesk/Card/CardManager.mlua:16594,Damage Increase +3%p,傷害 增加 +3%p,ダメージ 増加 +3%p
MLUA_CARDMANAGER_119,"해금! (대미지 200, 타겟 3명, 빙결 스택+1, 추가타 대미지 60%)",RootDesk/MyDesk/Card/CardManager.mlua:16485,"Unlocked! (Damage 200, Targets 3 targets, Freeze Stack+1, Additional Hit Damage 60%)","解鎖! (傷害 200, 目標 3個目標, 冰凍 層數+1, 追加攻擊 傷害 60%)","解放! (ダメージ 200, ターゲット 3体, 凍結 スタック+1, 追加攻撃 ダメージ 60%)"
MLUA_CARDMANAGER_120,"피해량 +50, 추가타 대미지 확률 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16486,"Damage +50, Additional Hit Damage Chance +10%","傷害 +50, 追加攻擊 傷害 機率 +10%","ダメージ +50, 追加攻撃 ダメージ 確率 +10%"
MLUA_CARDMANAGER_121,"피해량 +50, 공격 대상 +1, 추가타 대미지 확률 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16487,"Damage +50, Attack target +1, Additional Hit Damage Chance +10%","傷害 +50, 攻擊 目標 +1, 追加攻擊 傷害 機率 +10%","ダメージ +50, 攻撃 対象 +1, 追加攻撃 ダメージ 確率 +10%"
MLUA_CARDMANAGER_122,"해금! (대미지 200, 타겟 4명, 속박 3초, 종료 직전 추가타 50%)",RootDesk/MyDesk/Card/CardManager.mlua:16491,"Unlocked! (Damage 200, Targets 4 targets, Bind 3s, End jikjeon Additional Hit 50%)","解鎖! (傷害 200, 目標 4個目標, 束縛 3秒, 結束 jikjeon 追加攻擊 50%)","解放! (ダメージ 200, ターゲット 4体, 拘束 3秒, 終了 jikjeon 追加攻撃 50%)"
MLUA_CARDMANAGER_123,"피해량 +40, 공격 대상 +1, 추가타 확률 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16492 | RootDesk/MyDesk/Card/CardManager.mlua:16493,"Damage +40, Attack target +1, Additional Hit Chance +10%","傷害 +40, 攻擊 目標 +1, 追加攻擊 機率 +10%","ダメージ +40, 攻撃 対象 +1, 追加攻撃 確率 +10%"
MLUA_CARDMANAGER_124,"해금! (대미지 45, 타겟 4명)",RootDesk/MyDesk/Card/CardManager.mlua:16497,"Unlocked! (Damage 45, Targets 4 targets)","解鎖! (傷害 45, 目標 4個目標)","解放! (ダメージ 45, ターゲット 4体)"
MLUA_CARDMANAGER_125,피해량 +20,RootDesk/MyDesk/Card/CardManager.mlua:16499 | RootDesk/MyDesk/Card/CardManager.mlua:16501 | RootDesk/MyDesk/Card/CardManager.mlua:16546 | RootDesk/MyDesk/Card/CardManager.mlua:16548 | RootDesk/MyDesk/Card/CardManager.mlua:16653,Damage +20,傷害 +20,ダメージ +20
MLUA_CARDMANAGER_126,"해금! (대미지 120, 화살 2발)",RootDesk/MyDesk/Card/CardManager.mlua:16505,"Unlocked! (Damage 120, Arrows 2shots)","解鎖! (傷害 120, 箭矢 2發)","解放! (ダメージ 120, 矢 2発)"
MLUA_CARDMANAGER_127,강화 화살 효과 신규 획득 (확률 20%),RootDesk/MyDesk/Card/CardManager.mlua:16506,Enhanced Arrow Effect New Obtain (Chance 20%),強化 箭矢 效果 新 獲得 (機率 20%),強化 矢 効果 新規 獲得 (確率 20%)
MLUA_CARDMANAGER_128,"피해량 +50, 강화 화살 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16507,"Damage +50, Enhanced Arrow Damage +10%","傷害 +50, 強化 箭矢 傷害 +10%","ダメージ +50, 強化 矢 ダメージ +10%"
MLUA_CARDMANAGER_129,강화 화살 대미지 +20%,RootDesk/MyDesk/Card/CardManager.mlua:16508,Enhanced Arrow Damage +20%,強化 箭矢 傷害 +20%,強化 矢 ダメージ +20%
MLUA_CARDMANAGER_130,"피해량 +40, 강화 화살 대미지 +20%",RootDesk/MyDesk/Card/CardManager.mlua:16509,"Damage +40, Enhanced Arrow Damage +20%","傷害 +40, 強化 箭矢 傷害 +20%","ダメージ +40, 強化 矢 ダメージ +20%"
MLUA_CARDMANAGER_131,"해금! (대미지 100, 착탄 1개, 슬로우 40% 2초)",RootDesk/MyDesk/Card/CardManager.mlua:16513,"Unlocked! (Damage 100, Impacts 1, Slow 40% 2s)","解鎖! (傷害 100, 命中 1個, 緩速 40% 2秒)","解放! (ダメージ 100, 着弾 1個, スロー 40% 2秒)"
MLUA_CARDMANAGER_132,"착탄 지점 +1, 슬로우 +1초",RootDesk/MyDesk/Card/CardManager.mlua:16514 | RootDesk/MyDesk/Card/CardManager.mlua:16516,"Impacts point +1, Slow +1s","命中 jijeom +1, 緩速 +1秒","着弾 jijeom +1, スロー +1秒"
MLUA_CARDMANAGER_133,"피해량 +50, 슬로우 확률 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16515 | RootDesk/MyDesk/Card/CardManager.mlua:16517,"Damage +50, Slow Chance +10%","傷害 +50, 緩速 機率 +10%","ダメージ +50, スロー 確率 +10%"
MLUA_CARDMANAGER_134,"해금! (대미지 100, 착탄 1개, 슬로우 대상 추가 피해 +39%)",RootDesk/MyDesk/Card/CardManager.mlua:16521,"Unlocked! (Damage 100, Impacts 1, Slow target Additional Damage +39%)","解鎖! (傷害 100, 命中 1個, 緩速 目標 額外 傷害 +39%)","解放! (ダメージ 100, 着弾 1個, スロー 対象 追加 ダメージ +39%)"
MLUA_CARDMANAGER_135,"착탄 지점 +1, 슬로우 대상 추가 피해",RootDesk/MyDesk/Card/CardManager.mlua:16522 | RootDesk/MyDesk/Card/CardManager.mlua:16524,"Impacts point +1, Slow target Additional Damage","命中 jijeom +1, 緩速 目標 額外 傷害","着弾 jijeom +1, スロー 対象 追加 ダメージ"
MLUA_CARDMANAGER_136,"피해량 +50, 슬로우 대상 추가 피해",RootDesk/MyDesk/Card/CardManager.mlua:16523 | RootDesk/MyDesk/Card/CardManager.mlua:16525,"Damage +50, Slow target Additional Damage","傷害 +50, 緩速 目標 額外 傷害","ダメージ +50, スロー 対象 追加 ダメージ"
MLUA_CARDMANAGER_137,"해금! (대미지 120, 유지 3초, 슬로우 대상 추가 피해 +39%)",RootDesk/MyDesk/Card/CardManager.mlua:16529,"Unlocked! (Damage 120, Duration 3s, Slow target Additional Damage +39%)","解鎖! (傷害 120, 持續 3秒, 緩速 目標 額外 傷害 +39%)","解放! (ダメージ 120, 持続 3秒, スロー 対象 追加 ダメージ +39%)"
MLUA_CARDMANAGER_138,"지속 +1초, 범위 증가, 슬로우 대상 추가 피해",RootDesk/MyDesk/Card/CardManager.mlua:16530,"Duration +1s, Area Increase, Slow target Additional Damage","持續 +1秒, 範圍 增加, 緩速 目標 額外 傷害","持続 +1秒, 範囲 増加, スロー 対象 追加 ダメージ"
MLUA_CARDMANAGER_139,"피해량 +30, 지속 +1초, 슬로우 대상 추가 피해",RootDesk/MyDesk/Card/CardManager.mlua:16531 | RootDesk/MyDesk/Card/CardManager.mlua:16532,"Damage +30, Duration +1s, Slow target Additional Damage","傷害 +30, 持續 +1秒, 緩速 目標 額外 傷害","ダメージ +30, 持続 +1秒, スロー 対象 追加 ダメージ"
MLUA_CARDMANAGER_140,"피해량 +50, 지속 +1초, 범위 증가, 슬로우 대상 추가 피해",RootDesk/MyDesk/Card/CardManager.mlua:16533,"Damage +50, Duration +1s, Area Increase, Slow target Additional Damage","傷害 +50, 持續 +1秒, 範圍 增加, 緩速 目標 額外 傷害","ダメージ +50, 持続 +1秒, 範囲 増加, スロー 対象 追加 ダメージ"
MLUA_CARDMANAGER_141,"해금! (대미지 80, 화살 2발, 관통 1회)",RootDesk/MyDesk/Card/CardManager.mlua:16537,"Unlocked! (Damage 80, Arrows 2shots, Pierce 1times)","解鎖! (傷害 80, 箭矢 2發, 穿透 1次)","解放! (ダメージ 80, 矢 2発, 貫通 1回)"
MLUA_CARDMANAGER_142,"피해량 +20, 화살 개수 +1",RootDesk/MyDesk/Card/CardManager.mlua:16538 | RootDesk/MyDesk/Card/CardManager.mlua:16540,"Damage +20, Arrows can +1","傷害 +20, 箭矢 個可以 +1","ダメージ +20, 矢 個可能 +1"
MLUA_CARDMANAGER_143,"피해량 +20, 관통 횟수 +1",RootDesk/MyDesk/Card/CardManager.mlua:16539 | RootDesk/MyDesk/Card/CardManager.mlua:16541,"Damage +20, Pierce hoescan +1","傷害 +20, 穿透 hoes可以 +1","ダメージ +20, 貫通 hoes可能 +1"
MLUA_CARDMANAGER_144,"해금! (대미지 100, 착탄 1개, 광역)",RootDesk/MyDesk/Card/CardManager.mlua:16545,"Unlocked! (Damage 100, Impacts 1, Area)","解鎖! (傷害 100, 命中 1個, 範圍)","解放! (ダメージ 100, 着弾 1個, 範囲)"
MLUA_CARDMANAGER_145,"피해량 +20, 착탄 지점 +1, 쿨타임 감소",RootDesk/MyDesk/Card/CardManager.mlua:16547,"Damage +20, Impacts point +1, Cooldown Reduction","傷害 +20, 命中 jijeom +1, 冷卻時間 減少","ダメージ +20, 着弾 jijeom +1, クールタイム 減少"
MLUA_CARDMANAGER_146,"해금! (대미지 100, 타겟 1명, 넉백, 충돌 대상 30% 대미지)",RootDesk/MyDesk/Card/CardManager.mlua:16553 | RootDesk/MyDesk/Card/CardManager.mlua:16675,"Unlocked! (Damage 100, Targets 1 targets, Knockback, Collision target 30% Damage)","解鎖! (傷害 100, 目標 1個目標, 擊退, 碰撞 目標 30% 傷害)","解放! (ダメージ 100, ターゲット 1体, ノックバック, 衝突 対象 30% ダメージ)"
MLUA_CARDMANAGER_147,"피해량 +40, 충돌 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16555 | RootDesk/MyDesk/Card/CardManager.mlua:16557 | RootDesk/MyDesk/Card/CardManager.mlua:16677 | RootDesk/MyDesk/Card/CardManager.mlua:16679,"Damage +40, Collision Damage +10%","傷害 +40, 碰撞 傷害 +10%","ダメージ +40, 衝突 ダメージ +10%"
MLUA_CARDMANAGER_148,"피해량 +20, 충돌 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16556 | RootDesk/MyDesk/Card/CardManager.mlua:16678,"Damage +20, Collision Damage +10%","傷害 +20, 碰撞 傷害 +10%","ダメージ +20, 衝突 ダメージ +10%"
MLUA_CARDMANAGER_149,"해금! (쿨타임 -5%, 영구)",RootDesk/MyDesk/Card/CardManager.mlua:16561 | RootDesk/MyDesk/Card/CardManager.mlua:16923 | RootDesk/MyDesk/Card/CardManager.mlua:17013,"Unlocked! (Cooldown -5%, Permanent)","解鎖! (冷卻時間 -5%, 永久)","解放! (クールタイム -5%, 永続)"
MLUA_CARDMANAGER_150,"해금! (크리티컬 대미지 +10%, 영구)",RootDesk/MyDesk/Card/CardManager.mlua:16577 | RootDesk/MyDesk/Card/CardManager.mlua:16939 | RootDesk/MyDesk/Card/CardManager.mlua:17029,"Unlocked! (Critical Damage +10%, Permanent)","解鎖! (暴擊 傷害 +10%, 永久)","解放! (クリティカル ダメージ +10%, 永続)"
MLUA_CARDMANAGER_151,크리티컬 대미지 +10%,RootDesk/MyDesk/Card/CardManager.mlua:16578 | RootDesk/MyDesk/Card/CardManager.mlua:16579 | RootDesk/MyDesk/Card/CardManager.mlua:16580 | RootDesk/MyDesk/Card/CardManager.mlua:16581 | RootDesk/MyDesk/Card/CardManager.mlua:16940,Critical Damage +10%,暴擊 傷害 +10%,クリティカル ダメージ +10%
MLUA_CARDMANAGER_152,"해금! (추가 공격 확률 10%, 대미지 100%, 영구)",RootDesk/MyDesk/Card/CardManager.mlua:16585,"Unlocked! (Additional Attack Chance 10%, Damage 100%, Permanent)","解鎖! (追加攻擊 機率 10%, 傷害 100%, 永久)","解放! (追加攻撃 確率 10%, ダメージ 100%, 永続)"
MLUA_CARDMANAGER_153,"추가 공격 확률 +5%, 대미지 +20%",RootDesk/MyDesk/Card/CardManager.mlua:16586 | RootDesk/MyDesk/Card/CardManager.mlua:16587 | RootDesk/MyDesk/Card/CardManager.mlua:16588 | RootDesk/MyDesk/Card/CardManager.mlua:16589,"Additional Attack Chance +5%, Damage +20%","追加攻擊 機率 +5%, 傷害 +20%","追加攻撃 確率 +5%, ダメージ +20%"
MLUA_CARDMANAGER_154,"해금! (피해량 +5%, 영구)",RootDesk/MyDesk/Card/CardManager.mlua:16593 | RootDesk/MyDesk/Card/CardManager.mlua:16745 | RootDesk/MyDesk/Card/CardManager.mlua:17005 | RootDesk/MyDesk/Card/CardManager.mlua:17037,"Unlocked! (Damage +5%, Permanent)","解鎖! (傷害 +5%, 永久)","解放! (ダメージ +5%, 永続)"
MLUA_CARDMANAGER_155,피해량 증가 +4%p,RootDesk/MyDesk/Card/CardManager.mlua:16595 | RootDesk/MyDesk/Card/CardManager.mlua:16596 | RootDesk/MyDesk/Card/CardManager.mlua:16597 | RootDesk/MyDesk/Card/CardManager.mlua:16747 | RootDesk/MyDesk/Card/CardManager.mlua:16748,Damage Increase +4%p,傷害 增加 +4%p,ダメージ 増加 +4%p
MLUA_CARDMANAGER_156,"해금! (대미지 200, 착탄 2개, 슬로우, 스턴 2초, 슬로우 대상 추가 피해 +120%)",RootDesk/MyDesk/Card/CardManager.mlua:16601,"Unlocked! (Damage 200, Impacts 2, Slow, Stun 2s, Slow target Additional Damage +120%)","解鎖! (傷害 200, 命中 2個, 緩速, 暈眩 2秒, 緩速 目標 額外 傷害 +120%)","解放! (ダメージ 200, 着弾 2個, スロー, スタン 2秒, スロー 対象 追加 ダメージ +120%)"
MLUA_CARDMANAGER_157,"피해량 +40, 슬로우, 스턴 +1초, 슬로우 대상 추가 피해",RootDesk/MyDesk/Card/CardManager.mlua:16602,"Damage +40, Slow, Stun +1s, Slow target Additional Damage","傷害 +40, 緩速, 暈眩 +1秒, 緩速 目標 額外 傷害","ダメージ +40, スロー, スタン +1秒, スロー 対象 追加 ダメージ"
MLUA_CARDMANAGER_158,"피해량 +20, 범위 증가, 슬로우, 스턴 +1초, 슬로우 대상 추가 피해",RootDesk/MyDesk/Card/CardManager.mlua:16603,"Damage +20, Area Increase, Slow, Stun +1s, Slow target Additional Damage","傷害 +20, 範圍 增加, 緩速, 暈眩 +1秒, 緩速 目標 額外 傷害","ダメージ +20, 範囲 増加, スロー, スタン +1秒, スロー 対象 追加 ダメージ"
MLUA_CARDMANAGER_159,"해금! (대미지 300, 유지 5초, 크리티컬 10%, 슬로우 대상 추가 피해 +120%)",RootDesk/MyDesk/Card/CardManager.mlua:16607,"Unlocked! (Damage 300, Duration 5s, Critical 10%, Slow target Additional Damage +120%)","解鎖! (傷害 300, 持續 5秒, 暴擊 10%, 緩速 目標 額外 傷害 +120%)","解放! (ダメージ 300, 持続 5秒, クリティカル 10%, スロー 対象 追加 ダメージ +120%)"
MLUA_CARDMANAGER_160,"피해량 +20, 지속 +1초, 크리티컬 +5%, 슬로우 대상 추가 피해",RootDesk/MyDesk/Card/CardManager.mlua:16608 | RootDesk/MyDesk/Card/CardManager.mlua:16609,"Damage +20, Duration +1s, Critical +5%, Slow target Additional Damage","傷害 +20, 持續 +1秒, 暴擊 +5%, 緩速 目標 額外 傷害","ダメージ +20, 持続 +1秒, クリティカル +5%, スロー 対象 追加 ダメージ"
MLUA_CARDMANAGER_161,"해금! (대미지 100, 최대 6명 연사, 추가 타격 확률 15%)",RootDesk/MyDesk/Card/CardManager.mlua:16613,"Unlocked! (Damage 100, Max 6 targets Rapid fire, Additional Hit Chance 15%)","解鎖! (傷害 100, 最大 6個目標 連射, 追加攻擊 機率 15%)","解放! (ダメージ 100, 最大 6体 連射, 追加ヒット 確率 15%)"
MLUA_CARDMANAGER_162,"피해량 +20, 연사 대상 +1, 추가 타격 대미지 증가",RootDesk/MyDesk/Card/CardManager.mlua:16614,"Damage +20, Rapid fire target +1, Additional Hit Damage Increase","傷害 +20, 連射目標 +1, 追加攻擊 傷害 增加","ダメージ +20, 連射対象 +1, 追加ヒット ダメージ 増加"
MLUA_CARDMANAGER_163,"피해량 +20, 연사 대상 +1, 추가 타격 확률 +5%, 대미지 증가",RootDesk/MyDesk/Card/CardManager.mlua:16615,"Damage +20, Rapid fire target +1, Additional Hit Chance +5%, Damage Increase","傷害 +20, 連射目標 +1, 追加攻擊 機率 +5%, 傷害 增加","ダメージ +20, 連射対象 +1, 追加ヒット 確率 +5%, ダメージ 増加"
MLUA_CARDMANAGER_164,"해금! (대미지 230, 연사 3발, 강화 확률 20%, 강화 시 3연타)",RootDesk/MyDesk/Card/CardManager.mlua:16619,"Unlocked! (Damage 230, Rapid Fire 3 shots, Upgrade chance 20%, 3 hits when upgraded)",解鎖！（傷害230、連射3發、強化機率20%、強化時3連擊）,解放！（ダメージ230、連射3発、強化確率20%、強化時3連打）
MLUA_CARDMANAGER_165,"피해량 +20, 강화 확률 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16620,"Damage +20, Upgrade chance +5%","傷害 +20, 強化 機率 +5%","ダメージ +20, 強化 確率 +5%"
MLUA_CARDMANAGER_166,"피해량 +50, 연사 개수 +1, 강화 확률 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16621,"Damage +50, Rapid fire can +1, Upgrade chance +5%","傷害 +50, 連射 個可以 +1, 強化 機率 +5%","ダメージ +50, 連射 個可能 +1, 強化 確率 +5%"
MLUA_CARDMANAGER_167,"해금! (대미지 180, 화살 5발, 관통 4회, 크리티컬 +10%)",RootDesk/MyDesk/Card/CardManager.mlua:16625,"Unlocked! (Damage 180, Arrows 5shots, Pierce 4times, Critical +10%)","解鎖! (傷害 180, 箭矢 5發, 穿透 4次, 暴擊 +10%)","解放! (ダメージ 180, 矢 5発, 貫通 4回, クリティカル +10%)"
MLUA_CARDMANAGER_168,"피해량 +20, 쿨타임 감소, 크리티컬 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16626,"Damage +20, Cooldown Reduction, Critical +5%","傷害 +20, 冷卻時間 減少, 暴擊 +5%","ダメージ +20, クールタイム 減少, クリティカル +5%"
MLUA_CARDMANAGER_169,"피해량 +20, 화살 개수 +1, 크리티컬 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16627,"Damage +20, Arrows can +1, Critical +5%","傷害 +20, 箭矢 個可以 +1, 暴擊 +5%","ダメージ +20, 矢 個可能 +1, クリティカル +5%"
MLUA_CARDMANAGER_170,"해금! (대미지 250, 착탄 3개, 광역, 크리티컬 +10%)",RootDesk/MyDesk/Card/CardManager.mlua:16631,"Unlocked! (Damage 250, Impacts 3, Area, Critical +10%)","解鎖! (傷害 250, 命中 3個, 範圍, 暴擊 +10%)","解放! (ダメージ 250, 着弾 3個, 範囲, クリティカル +10%)"
MLUA_CARDMANAGER_171,"피해량 +50, 크리티컬 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16632,"Damage +50, Critical +5%","傷害 +50, 暴擊 +5%","ダメージ +50, クリティカル +5%"
MLUA_CARDMANAGER_172,"피해량 +50, 착탄 지점 +1, 크리티컬 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16633,"Damage +50, Impacts point +1, Critical +5%","傷害 +50, 命中 jijeom +1, 暴擊 +5%","ダメージ +50, 着弾 jijeom +1, クリティカル +5%"
MLUA_CARDMANAGER_173,"해금! (대미지 180, 타겟 2명, 넉백, 충돌 대미지 80%, 정지 시 폭발 50%)",RootDesk/MyDesk/Card/CardManager.mlua:16637,"Unlocked! (Damage 180, 2 targets, Knockback, Collision damage 80%, Explosion on stop 50%)",解鎖！（傷害180、目標2個、擊退、碰撞傷害80%、停止時爆炸50%）,解放！（ダメージ180、ターゲット2体、ノックバック、衝突ダメージ80%、停止時に50%の爆発）
MLUA_CARDMANAGER_174,"피해량 +20, 충돌 대미지 증가, 폭발 대미지 증가",RootDesk/MyDesk/Card/CardManager.mlua:16638,"Damage +20, Collision Damage Increase, Explosion Damage Increase","傷害 +20, 碰撞 傷害 增加, 爆炸 傷害 增加","ダメージ +20, 衝突 ダメージ 増加, 爆発 ダメージ 増加"
MLUA_CARDMANAGER_175,"피해량 +20, 충돌 대미지 증가, 폭발 대미지 대폭 증가",RootDesk/MyDesk/Card/CardManager.mlua:16639,"Damage +20, Collision Damage Increase, Explosion Damage daepok Increase","傷害 +20, 碰撞 傷害 增加, 爆炸 傷害 daepok 增加","ダメージ +20, 衝突 ダメージ 増加, 爆発 ダメージ daepok 増加"
MLUA_CARDMANAGER_176,"해금! (콤보 스택 확률 10%, 영구)",RootDesk/MyDesk/Card/CardManager.mlua:16643,"Unlocked! (Combo Stack Chance 10%, Permanent)","解鎖! (連擊 層數 機率 10%, 永久)","解放! (コンボ スタック 確率 10%, 永続)"
MLUA_CARDMANAGER_177,스택 확률 +5%,RootDesk/MyDesk/Card/CardManager.mlua:16644 | RootDesk/MyDesk/Card/CardManager.mlua:16645 | RootDesk/MyDesk/Card/CardManager.mlua:16647,Stack Chance +5%,層數 機率 +5%,スタック 確率 +5%
MLUA_CARDMANAGER_178,스택 확률 +10%,RootDesk/MyDesk/Card/CardManager.mlua:16646,Stack Chance +10%,層數 機率 +10%,スタック 確率 +10%
MLUA_CARDMANAGER_179,"해금! (대미지 130, 타겟 1명, 콤보스택 +1)",RootDesk/MyDesk/Card/CardManager.mlua:16651,"Unlocked! (Damage 130, Targets 1 targets, Combo Stack +1)","解鎖! (傷害 130, 目標 1個目標, 連擊層數 +1)","解放! (ダメージ 130, ターゲット 1体, コンボスタック +1)"
