Key,Source,Note,ko,en,zh-TW,ja
MLUA_CARDMANAGER_294,"해금! (초당 틱 대미지 78, 타겟 2명, 착탄 시 스턴 3초, 연무 지속 2초)",RootDesk/MyDesk/Card/CardManager.mlua:17089,"해금! (초당 틱 대미지 78, 타겟 2명, 착탄 시 스턴 3초, 연무 지속 2초)",,,
MLUA_CARDMANAGER_295,"초당 틱 대미지 +34, 연무 +1초",RootDesk/MyDesk/Card/CardManager.mlua:17090,"초당 틱 대미지 +34, 연무 +1초",,,
MLUA_CARDMANAGER_296,"초당 틱 대미지 +38, 연무 +1초",RootDesk/MyDesk/Card/CardManager.mlua:17091,"초당 틱 대미지 +38, 연무 +1초",,,
MLUA_CARDMANAGER_297,강화),RootDesk/MyDesk/Card/CardManager.mlua:18327,강화),,,
MLUA_CARDMANAGER_298,콜드 빔 Lv.,RootDesk/MyDesk/Card/CardManager.mlua:18329,콜드 빔 Lv.,,,
MLUA_CARDMANAGER_299,썬더 볼트 Lv.,RootDesk/MyDesk/Card/CardManager.mlua:18331,썬더 볼트 Lv.,,,
MLUA_CARDMANAGER_300,매직 부스터 Lv.,RootDesk/MyDesk/Card/CardManager.mlua:18333,매직 부스터 Lv.,,,
MLUA_CARDMANAGER_301,매직 크리티컬 Lv.,RootDesk/MyDesk/Card/CardManager.mlua:18334,매직 크리티컬 Lv.,,,
MLUA_CARDMANAGER_302,대미지 :,RootDesk/MyDesk/Card/CardManager.mlua:18381 | RootDesk/MyDesk/Card/CardManager.mlua:18382 | RootDesk/MyDesk/Card/CardManager.mlua:18383 | RootDesk/MyDesk/Card/CardManager.mlua:18384 | RootDesk/MyDesk/Card/CardManager.mlua:18393,대미지 :,,,
MLUA_CARDMANAGER_303,쿨타임 -,RootDesk/MyDesk/Card/CardManager.mlua:18386 | RootDesk/MyDesk/Card/CardManager.mlua:18461 | RootDesk/MyDesk/Card/CardManager.mlua:18499 | RootDesk/MyDesk/Card/CardManager.mlua:18509,쿨타임 -,,,
MLUA_CARDMANAGER_304,%  (영구),RootDesk/MyDesk/Card/CardManager.mlua:18386 | RootDesk/MyDesk/Card/CardManager.mlua:18388 | RootDesk/MyDesk/Card/CardManager.mlua:18415 | RootDesk/MyDesk/Card/CardManager.mlua:18423 | RootDesk/MyDesk/Card/CardManager.mlua:18461,%  (영구),,,
MLUA_CARDMANAGER_305,크리티컬,RootDesk/MyDesk/Card/CardManager.mlua:18388 | RootDesk/MyDesk/Card/CardManager.mlua:18463 | RootDesk/MyDesk/Card/CardManager.mlua:18491 | RootDesk/MyDesk/Card/CardManager.mlua:18501 | RootDesk/MyDesk/Card/CardManager.mlua:18511,크리티컬,,,
MLUA_CARDMANAGER_306,아이스 보너스 : +,RootDesk/MyDesk/Card/CardManager.mlua:18395,아이스 보너스 : +,,,
MLUA_CARDMANAGER_307,%/스택,RootDesk/MyDesk/Card/CardManager.mlua:18395,%/스택,,,
MLUA_CARDMANAGER_308,피해 감소 : -,RootDesk/MyDesk/Card/CardManager.mlua:18415,피해 감소 : -,,,
MLUA_CARDMANAGER_309,대미지 증가 : +,RootDesk/MyDesk/Card/CardManager.mlua:18423 | RootDesk/MyDesk/Card/CardManager.mlua:18469,대미지 증가 : +,,,
MLUA_CARDMANAGER_310,(타격당),RootDesk/MyDesk/Card/CardManager.mlua:18437,(타격당),,,
MLUA_CARDMANAGER_311,크리티컬 대미지 +,RootDesk/MyDesk/Card/CardManager.mlua:18465 | RootDesk/MyDesk/Card/CardManager.mlua:18503 | RootDesk/MyDesk/Card/CardManager.mlua:18513,크리티컬 대미지 +,,,
MLUA_CARDMANAGER_312,추가 공격 확률,RootDesk/MyDesk/Card/CardManager.mlua:18467,추가 공격 확률,,,
MLUA_CARDMANAGER_313,스택 확률 :,RootDesk/MyDesk/Card/CardManager.mlua:18471,스택 확률 :,,,
MLUA_CARDMANAGER_314,강화 코마 대미지,RootDesk/MyDesk/Card/CardManager.mlua:18493,강화 코마 대미지,,,
MLUA_CARDMANAGER_315,초마다 체력,RootDesk/MyDesk/Card/CardManager.mlua:18495,초마다 체력,,,
MLUA_CARDMANAGER_316,% 회복  (영구),RootDesk/MyDesk/Card/CardManager.mlua:18495,% 회복  (영구),,,
MLUA_CARDMANAGER_317,피해량 증가 : +,RootDesk/MyDesk/Card/CardManager.mlua:18497 | RootDesk/MyDesk/Card/CardManager.mlua:18505 | RootDesk/MyDesk/Card/CardManager.mlua:18517,피해량 증가 : +,,,
MLUA_CARDMANAGER_318,공격 회피,RootDesk/MyDesk/Card/CardManager.mlua:18507 | RootDesk/MyDesk/Card/CardManager.mlua:18515,공격 회피,,,
MLUA_CARDMANAGER_319,추가 공격,RootDesk/MyDesk/Card/CardManager.mlua:18519,추가 공격,,,
MLUA_CARDMANAGER_320,% (대미지,RootDesk/MyDesk/Card/CardManager.mlua:18519,% (대미지,,,
MLUA_CARDMANAGER_321,%)  (영구),RootDesk/MyDesk/Card/CardManager.mlua:18519,%)  (영구),,,
MLUA_CARDMANAGER_322,(초당)  |  추가 대미지 :,RootDesk/MyDesk/Card/CardManager.mlua:18543,(초당)  |  추가 대미지 :,,,
MLUA_CARDMANAGER_323,(메소 1개당),RootDesk/MyDesk/Card/CardManager.mlua:18550,(메소 1개당),,,
MLUA_CARDMANAGER_324,스킬 복사,RootDesk/MyDesk/Card/CardManager.mlua:18552,스킬 복사,,,
MLUA_CARDMANAGER_325,%  |  기본공격 복사,RootDesk/MyDesk/Card/CardManager.mlua:18552,%  |  기본공격 복사,,,
MLUA_CARDMANAGER_326,(초당 틱),RootDesk/MyDesk/Card/CardManager.mlua:18556,(초당 틱),,,
MLUA_CARDMANAGER_327,(초당),RootDesk/MyDesk/Card/CardManager.mlua:18563,(초당),,,
MLUA_CARDMANAGER_328,패시브 스킬,RootDesk/MyDesk/Card/CardManager.mlua:18588,패시브 스킬,,,
MLUA_CARDMANAGER_329,쿨타임 :,RootDesk/MyDesk/Card/CardManager.mlua:18588,쿨타임 :,,,
MLUA_CARDMANAGER_330,타겟 :,RootDesk/MyDesk/Card/CardManager.mlua:18603 | RootDesk/MyDesk/Card/CardManager.mlua:18605,타겟 :,,,
MLUA_CARDMANAGER_331,명,RootDesk/MyDesk/Card/CardManager.mlua:18603 | RootDesk/MyDesk/Card/CardManager.mlua:18613 | RootDesk/MyDesk/Card/CardManager.mlua:18678,명,,,
MLUA_CARDMANAGER_332,명  |  슬로우 3s,RootDesk/MyDesk/Card/CardManager.mlua:18605,명  |  슬로우 3s,,,
MLUA_CARDMANAGER_333,타겟,RootDesk/MyDesk/Card/CardManager.mlua:18611 | RootDesk/MyDesk/Card/CardManager.mlua:18613 | RootDesk/MyDesk/Card/CardManager.mlua:18640 | RootDesk/MyDesk/Card/CardManager.mlua:18653 | RootDesk/MyDesk/Card/CardManager.mlua:18655,타겟,,,
MLUA_CARDMANAGER_334,명  |  스턴,RootDesk/MyDesk/Card/CardManager.mlua:18611,명  |  스턴,,,
MLUA_CARDMANAGER_335,초(보스/엘리트,RootDesk/MyDesk/Card/CardManager.mlua:18611,초(보스/엘리트,,,
MLUA_CARDMANAGER_336,초),RootDesk/MyDesk/Card/CardManager.mlua:18611 | RootDesk/MyDesk/Card/CardManager.mlua:18795 | RootDesk/MyDesk/Card/CardManager.mlua:25749,초),,,
MLUA_CARDMANAGER_337,전체 범위  |  화염 DoT 3회,RootDesk/MyDesk/Card/CardManager.mlua:18616,전체 범위  |  화염 DoT 3회,,,
MLUA_CARDMANAGER_338,2연타,RootDesk/MyDesk/Card/CardManager.mlua:18619,2연타,,,
MLUA_CARDMANAGER_339,치명타 20%,RootDesk/MyDesk/Card/CardManager.mlua:18622,치명타 20%,,,
MLUA_CARDMANAGER_340,광역,RootDesk/MyDesk/Card/CardManager.mlua:18626,광역,,,
MLUA_CARDMANAGER_341,연쇄 3개 (50%/35%/15%)  |  5스택 시 빙결 폭발,RootDesk/MyDesk/Card/CardManager.mlua:18631,연쇄 3개 (50%/35%/15%)  |  5스택 시 빙결 폭발,,,
MLUA_CARDMANAGER_342,연쇄 2개 (50%/35%),RootDesk/MyDesk/Card/CardManager.mlua:18633,연쇄 2개 (50%/35%),,,
MLUA_CARDMANAGER_343,연쇄 1개 (50%),RootDesk/MyDesk/Card/CardManager.mlua:18635,연쇄 1개 (50%),,,
MLUA_CARDMANAGER_344,명  |  범위 광역,RootDesk/MyDesk/Card/CardManager.mlua:18640,명  |  범위 광역,,,
MLUA_CARDMANAGER_345,|  출혈,RootDesk/MyDesk/Card/CardManager.mlua:18641,|  출혈,,,
MLUA_CARDMANAGER_346,%/틱 (3초),RootDesk/MyDesk/Card/CardManager.mlua:18641,%/틱 (3초),,,
MLUA_CARDMANAGER_347,고정 광역,RootDesk/MyDesk/Card/CardManager.mlua:18643,고정 광역,,,
MLUA_CARDMANAGER_348,|  25% 확률 2연타(2타 50%),RootDesk/MyDesk/Card/CardManager.mlua:18644,|  25% 확률 2연타(2타 50%),,,
MLUA_CARDMANAGER_349,광역  |,RootDesk/MyDesk/Card/CardManager.mlua:18648,광역  |,,,
MLUA_CARDMANAGER_350,타,RootDesk/MyDesk/Card/CardManager.mlua:18648,타,,,
MLUA_CARDMANAGER_351,|  넉백,RootDesk/MyDesk/Card/CardManager.mlua:18649,|  넉백,,,
MLUA_CARDMANAGER_352,명  |  속박,RootDesk/MyDesk/Card/CardManager.mlua:18653 | RootDesk/MyDesk/Card/CardManager.mlua:18753 | RootDesk/MyDesk/Card/CardManager.mlua:18789 | RootDesk/MyDesk/Card/CardManager.mlua:18807,명  |  속박,,,
MLUA_CARDMANAGER_353,초,RootDesk/MyDesk/Card/CardManager.mlua:18653 | RootDesk/MyDesk/Card/CardManager.mlua:18659 | RootDesk/MyDesk/Card/CardManager.mlua:18687 | RootDesk/MyDesk/Card/CardManager.mlua:18757 | RootDesk/MyDesk/Card/CardManager.mlua:18839,초,,,
MLUA_CARDMANAGER_354,명  |  빙결 스택+1,RootDesk/MyDesk/Card/CardManager.mlua:18655,명  |  빙결 스택+1,,,
MLUA_CARDMANAGER_355,명  |  3연타  |  스턴,RootDesk/MyDesk/Card/CardManager.mlua:18659,명  |  3연타  |  스턴,,,
MLUA_CARDMANAGER_356,"명  |  슬로우, 빙결 스택2",RootDesk/MyDesk/Card/CardManager.mlua:18661,"명  |  슬로우, 빙결 스택2",,,
MLUA_CARDMANAGER_357,연쇄,RootDesk/MyDesk/Card/CardManager.mlua:18664,연쇄,,,
MLUA_CARDMANAGER_358,명  |  치명타+20%  |  마지막 착탄 +,RootDesk/MyDesk/Card/CardManager.mlua:18664,명  |  치명타+20%  |  마지막 착탄 +,,,
MLUA_CARDMANAGER_359,광역  |  출혈 5%/틱  |  넉백,RootDesk/MyDesk/Card/CardManager.mlua:18666,광역  |  출혈 5%/틱  |  넉백,,,
MLUA_CARDMANAGER_360,고정 광역  |,RootDesk/MyDesk/Card/CardManager.mlua:18670,고정 광역  |,,,
MLUA_CARDMANAGER_361,% 확률 2연타(2타 50%),RootDesk/MyDesk/Card/CardManager.mlua:18670,% 확률 2연타(2타 50%),,,
MLUA_CARDMANAGER_362,명  |  빙결 스택+1  |  추가타 대미지,RootDesk/MyDesk/Card/CardManager.mlua:18673,명  |  빙결 스택+1  |  추가타 대미지,,,
MLUA_CARDMANAGER_363,명  |  속박 3초  |  추가타 대미지,RootDesk/MyDesk/Card/CardManager.mlua:18676,명  |  속박 3초  |  추가타 대미지,,,
MLUA_CARDMANAGER_364,화살,RootDesk/MyDesk/Card/CardManager.mlua:18681 | RootDesk/MyDesk/Card/CardManager.mlua:18699 | RootDesk/MyDesk/Card/CardManager.mlua:18705,화살,,,
MLUA_CARDMANAGER_365,발,RootDesk/MyDesk/Card/CardManager.mlua:18681,발,,,
MLUA_CARDMANAGER_366,|  강화 화살,RootDesk/MyDesk/Card/CardManager.mlua:18683,|  강화 화살,,,
MLUA_CARDMANAGER_367,% 대미지),RootDesk/MyDesk/Card/CardManager.mlua:18683 | RootDesk/MyDesk/Card/CardManager.mlua:18731,% 대미지),,,
MLUA_CARDMANAGER_368,착탄,RootDesk/MyDesk/Card/CardManager.mlua:18687 | RootDesk/MyDesk/Card/CardManager.mlua:18693 | RootDesk/MyDesk/Card/CardManager.mlua:18701 | RootDesk/MyDesk/Card/CardManager.mlua:18709 | RootDesk/MyDesk/Card/CardManager.mlua:18720,착탄,,,
MLUA_CARDMANAGER_369,개  |  광역  |  슬로우,RootDesk/MyDesk/Card/CardManager.mlua:18687,개  |  광역  |  슬로우,,,
MLUA_CARDMANAGER_370,개  |  광역  |  슬로우 대상 +,RootDesk/MyDesk/Card/CardManager.mlua:18693,개  |  광역  |  슬로우 대상 +,,,
MLUA_CARDMANAGER_371,% 대미지,RootDesk/MyDesk/Card/CardManager.mlua:18693 | RootDesk/MyDesk/Card/CardManager.mlua:18697 | RootDesk/MyDesk/Card/CardManager.mlua:18714 | RootDesk/MyDesk/Card/CardManager.mlua:18716 | RootDesk/MyDesk/Card/CardManager.mlua:18720,% 대미지,,,
MLUA_CARDMANAGER_372,유지,RootDesk/MyDesk/Card/CardManager.mlua:18697 | RootDesk/MyDesk/Card/CardManager.mlua:18725 | RootDesk/MyDesk/Inventory/UI/UIComposePopup.mlua:689,유지,,,
MLUA_CARDMANAGER_373,초  |  광역  |  슬로우 대상 +,RootDesk/MyDesk/Card/CardManager.mlua:18697,초  |  광역  |  슬로우 대상 +,,,
MLUA_CARDMANAGER_374,발  |  관통,RootDesk/MyDesk/Card/CardManager.mlua:18699 | RootDesk/MyDesk/Card/CardManager.mlua:18705 | RootDesk/MyDesk/Card/CardManager.mlua:18804,발  |  관통,,,
MLUA_CARDMANAGER_375,회,RootDesk/MyDesk/Card/CardManager.mlua:18699,회,,,
MLUA_CARDMANAGER_376,개  |  광역,RootDesk/MyDesk/Card/CardManager.mlua:18701,개  |  광역,,,
MLUA_CARDMANAGER_377,회  |  크리티컬 +,RootDesk/MyDesk/Card/CardManager.mlua:18705,회  |  크리티컬 +,,,
MLUA_CARDMANAGER_378,개  |  광역  |  크리티컬 +,RootDesk/MyDesk/Card/CardManager.mlua:18709,개  |  광역  |  크리티컬 +,,,
MLUA_CARDMANAGER_379,타겟 2명  |  넉백  |  타격 유닛,RootDesk/MyDesk/Card/CardManager.mlua:18714,타겟 2명  |  넉백  |  타격 유닛,,,
MLUA_CARDMANAGER_380,%  |  광역,RootDesk/MyDesk/Card/CardManager.mlua:18714 | RootDesk/MyDesk/Card/CardManager.mlua:18848,%  |  광역,,,
MLUA_CARDMANAGER_381,명  |  넉백  |  충돌 대상,RootDesk/MyDesk/Card/CardManager.mlua:18716,명  |  넉백  |  충돌 대상,,,
MLUA_CARDMANAGER_382,"개  |  광역  |  슬로우, 스턴",RootDesk/MyDesk/Card/CardManager.mlua:18720,"개  |  광역  |  슬로우, 스턴",,,
MLUA_CARDMANAGER_383,초  |  슬로우 대상,RootDesk/MyDesk/Card/CardManager.mlua:18720,초  |  슬로우 대상,,,
MLUA_CARDMANAGER_384,초  |  광역  |  크리티컬,RootDesk/MyDesk/Card/CardManager.mlua:18725,초  |  광역  |  크리티컬,,,
MLUA_CARDMANAGER_385,%  |  슬로우 대상,RootDesk/MyDesk/Card/CardManager.mlua:18725,%  |  슬로우 대상,,,
MLUA_CARDMANAGER_386,최대,RootDesk/MyDesk/Card/CardManager.mlua:18731,최대,,,
MLUA_CARDMANAGER_387,명 연사  |  추가 타격,RootDesk/MyDesk/Card/CardManager.mlua:18731,명 연사  |  추가 타격,,,
MLUA_CARDMANAGER_388,연사,RootDesk/MyDesk/Card/CardManager.mlua:18737,연사,,,
MLUA_CARDMANAGER_389,발  |  강화 확률(화살마다),RootDesk/MyDesk/Card/CardManager.mlua:18737,발  |  강화 확률(화살마다),,,
MLUA_CARDMANAGER_390,%  |  강화 시,RootDesk/MyDesk/Card/CardManager.mlua:18737,%  |  강화 시,,,
MLUA_CARDMANAGER_391,연타(,RootDesk/MyDesk/Card/CardManager.mlua:18737,연타(,,,
MLUA_CARDMANAGER_392,초 간격),RootDesk/MyDesk/Card/CardManager.mlua:18737,초 간격),,,
MLUA_CARDMANAGER_393,추가 공격 대미지,RootDesk/MyDesk/Card/CardManager.mlua:18739,추가 공격 대미지,,,
MLUA_CARDMANAGER_394,명  |  콤보스택 +1,RootDesk/MyDesk/Card/CardManager.mlua:18741 | RootDesk/MyDesk/Card/CardManager.mlua:18743,명  |  콤보스택 +1,,,
MLUA_CARDMANAGER_395,명  |  광역  |  콤보스택 +1,RootDesk/MyDesk/Card/CardManager.mlua:18745 | RootDesk/MyDesk/Card/CardManager.mlua:18749,명  |  광역  |  콤보스택 +1,,,
MLUA_CARDMANAGER_396,명  |  넉백  |  타격 유닛,RootDesk/MyDesk/Card/CardManager.mlua:18747,명  |  넉백  |  타격 유닛,,,
MLUA_CARDMANAGER_397,명  |  2연타(70%/50%)  |,RootDesk/MyDesk/Card/CardManager.mlua:18751 | RootDesk/MyDesk/Card/CardManager.mlua:18770,명  |  2연타(70%/50%)  |,,,
MLUA_CARDMANAGER_398,% 확률 4연타(60/50/40/30%),RootDesk/MyDesk/Card/CardManager.mlua:18751 | RootDesk/MyDesk/Card/CardManager.mlua:18770,% 확률 4연타(60/50/40/30%),,,
MLUA_CARDMANAGER_399,초  |  콤보스택 +1,RootDesk/MyDesk/Card/CardManager.mlua:18753,초  |  콤보스택 +1,,,
MLUA_CARDMANAGER_400,지속,RootDesk/MyDesk/Card/CardManager.mlua:18755 | RootDesk/MyDesk/Card/CardManager.mlua:18768 | RootDesk/MyDesk/Card/CardManager.mlua:18780 | RootDesk/MyDesk/Card/CardManager.mlua:18782 | RootDesk/MyDesk/Card/CardManager.mlua:18833,지속,,,
MLUA_CARDMANAGER_401,초  |  2연타(50%/50%)  |  광역,RootDesk/MyDesk/Card/CardManager.mlua:18755 | RootDesk/MyDesk/Card/CardManager.mlua:18768,초  |  2연타(50%/50%)  |  광역,,,
MLUA_CARDMANAGER_402,명  |  콤보스택 +2  |  스턴,RootDesk/MyDesk/Card/CardManager.mlua:18757,명  |  콤보스택 +2  |  스턴,,,
MLUA_CARDMANAGER_403,명  |  광역  |  2타 대미지,RootDesk/MyDesk/Card/CardManager.mlua:18759,명  |  광역  |  2타 대미지,,,
MLUA_CARDMANAGER_404,%  |  콤보스택 +1,RootDesk/MyDesk/Card/CardManager.mlua:18759,%  |  콤보스택 +1,,,
MLUA_CARDMANAGER_405,넉백  |  타격 유닛,RootDesk/MyDesk/Card/CardManager.mlua:18762,넉백  |  타격 유닛,,,
MLUA_CARDMANAGER_406,%  |  광역 대미지,RootDesk/MyDesk/Card/CardManager.mlua:18762,%  |  광역 대미지,,,
MLUA_CARDMANAGER_407,명  |  콤보스택 +2,RootDesk/MyDesk/Card/CardManager.mlua:18764,명  |  콤보스택 +2,,,
MLUA_CARDMANAGER_408,명  |  검기,RootDesk/MyDesk/Card/CardManager.mlua:18766,명  |  검기,,,
MLUA_CARDMANAGER_409,개  |  콤보스택 +1,RootDesk/MyDesk/Card/CardManager.mlua:18766,개  |  콤보스택 +1,,,
MLUA_CARDMANAGER_410,명  |  광역,RootDesk/MyDesk/Card/CardManager.mlua:18772,명  |  광역,,,
MLUA_CARDMANAGER_411,명  |  분열,RootDesk/MyDesk/Card/CardManager.mlua:18775 | RootDesk/MyDesk/Card/CardManager.mlua:18778,명  |  분열,,,
MLUA_CARDMANAGER_412,개(,RootDesk/MyDesk/Card/CardManager.mlua:18775 | RootDesk/MyDesk/Card/CardManager.mlua:18778,개(,,,
MLUA_CARDMANAGER_413,초  |  추적  |  경로상 적 타격,RootDesk/MyDesk/Card/CardManager.mlua:18780,초  |  추적  |  경로상 적 타격,,,
MLUA_CARDMANAGER_414,초  |  추적  |  경로상 적 타격  |  소멸 시 폭발,RootDesk/MyDesk/Card/CardManager.mlua:18782,초  |  추적  |  경로상 적 타격  |  소멸 시 폭발,,,
MLUA_CARDMANAGER_415,%(광역),RootDesk/MyDesk/Card/CardManager.mlua:18782,%(광역),,,
MLUA_CARDMANAGER_416,타겟 1명  |  광역,RootDesk/MyDesk/Card/CardManager.mlua:18784,타겟 1명  |  광역,,,
MLUA_CARDMANAGER_417,타겟 1명  |  광역  |  스턴,RootDesk/MyDesk/Card/CardManager.mlua:18786,타겟 1명  |  광역  |  스턴,,,
MLUA_CARDMANAGER_418,초(,RootDesk/MyDesk/Card/CardManager.mlua:18786,초(,,,
MLUA_CARDMANAGER_419,초(100%)  |  보스·엘리트 지속 1/2,RootDesk/MyDesk/Card/CardManager.mlua:18789,초(100%)  |  보스·엘리트 지속 1/2,,,
MLUA_CARDMANAGER_420,명  |  지속,RootDesk/MyDesk/Card/CardManager.mlua:18792 | RootDesk/MyDesk/Card/CardManager.mlua:18795,명  |  지속,,,
MLUA_CARDMANAGER_421,초  |  설치 광역(범위 점차 증가),RootDesk/MyDesk/Card/CardManager.mlua:18792,초  |  설치 광역(범위 점차 증가),,,
MLUA_CARDMANAGER_422,초  |  설치 광역(범위 점차 증가)  |  출혈,RootDesk/MyDesk/Card/CardManager.mlua:18795,초  |  설치 광역(범위 점차 증가)  |  출혈,,,
MLUA_CARDMANAGER_423,%/초(,RootDesk/MyDesk/Card/CardManager.mlua:18795,%/초(,,,
MLUA_CARDMANAGER_424,명  |  관통,RootDesk/MyDesk/Card/CardManager.mlua:18798,명  |  관통,,,
MLUA_CARDMANAGER_425,마리,RootDesk/MyDesk/Card/CardManager.mlua:18798,마리,,,
MLUA_CARDMANAGER_426,명  |  4연타(,RootDesk/MyDesk/Card/CardManager.mlua:18800,명  |  4연타(,,,
MLUA_CARDMANAGER_427,% × 4)  |  크리 +,RootDesk/MyDesk/Card/CardManager.mlua:18800,% × 4)  |  크리 +,,,
MLUA_CARDMANAGER_428,마리(,RootDesk/MyDesk/Card/CardManager.mlua:18804,마리(,,,
MLUA_CARDMANAGER_429,초(100%)  |  해제 시 추가타,RootDesk/MyDesk/Card/CardManager.mlua:18807,초(100%)  |  해제 시 추가타,,,
MLUA_CARDMANAGER_430,%  |  보스·엘리트 지속 1/2,RootDesk/MyDesk/Card/CardManager.mlua:18807,%  |  보스·엘리트 지속 1/2,,,
MLUA_CARDMANAGER_431,명  |  광역  |  스톰,RootDesk/MyDesk/Card/CardManager.mlua:18810,명  |  광역  |  스톰,,,
MLUA_CARDMANAGER_432,초 추적(닿으면,RootDesk/MyDesk/Card/CardManager.mlua:18810,초 추적(닿으면,,,
MLUA_CARDMANAGER_433,"%, 같은 대상",RootDesk/MyDesk/Card/CardManager.mlua:18810,"%, 같은 대상",,,
MLUA_CARDMANAGER_434,초당 1회),RootDesk/MyDesk/Card/CardManager.mlua:18810,초당 1회),,,
MLUA_CARDMANAGER_435,명  |  3연타(40/30/30%),RootDesk/MyDesk/Card/CardManager.mlua:18813,명  |  3연타(40/30/30%),,,
MLUA_CARDMANAGER_436,명  |  2연타(,RootDesk/MyDesk/Card/CardManager.mlua:18816 | RootDesk/MyDesk/Card/CardManager.mlua:18819,명  |  2연타(,,,
MLUA_CARDMANAGER_437,명  |  5연타(각,RootDesk/MyDesk/Card/CardManager.mlua:18822,명  |  5연타(각,,,
MLUA_CARDMANAGER_438,%)  |  광역,RootDesk/MyDesk/Card/CardManager.mlua:18822,%)  |  광역,,,
MLUA_CARDMANAGER_439,명  |  명중 -,RootDesk/MyDesk/Card/CardManager.mlua:18825 | RootDesk/MyDesk/Card/CardManager.mlua:18845,명  |  명중 -,,,
MLUA_CARDMANAGER_440,%(보스/엘리트 절반)  |  지속,RootDesk/MyDesk/Card/CardManager.mlua:18825 | RootDesk/MyDesk/Card/CardManager.mlua:18845,%(보스/엘리트 절반)  |  지속,,,
MLUA_CARDMANAGER_441,초  |  광역  |  추가 대미지,RootDesk/MyDesk/Card/CardManager.mlua:18825,초  |  광역  |  추가 대미지,,,
MLUA_CARDMANAGER_442,타겟 2명  |  크리티컬 확률 +,RootDesk/MyDesk/Card/CardManager.mlua:18828,타겟 2명  |  크리티컬 확률 +,,,
MLUA_CARDMANAGER_443,%  |  광역  |  메소 100%/아이템 50%,RootDesk/MyDesk/Card/CardManager.mlua:18828,%  |  광역  |  메소 100%/아이템 50%,,,
MLUA_CARDMANAGER_444,메소 폭발  |  2연타(50/50%)  |  스턴,RootDesk/MyDesk/Card/CardManager.mlua:18831,메소 폭발  |  2연타(50/50%)  |  스턴,,,
MLUA_CARDMANAGER_445,% 확률,RootDesk/MyDesk/Card/CardManager.mlua:18831,% 확률,,,
MLUA_CARDMANAGER_446,초  |  기본 공격 시 30% 확률 메소 드랍,RootDesk/MyDesk/Card/CardManager.mlua:18831,초  |  기본 공격 시 30% 확률 메소 드랍,,,
MLUA_CARDMANAGER_447,초  |  분신 소환 대미지  |  스킬,RootDesk/MyDesk/Card/CardManager.mlua:18833,초  |  분신 소환 대미지  |  스킬,,,
MLUA_CARDMANAGER_448,%  |  기본공격,RootDesk/MyDesk/Card/CardManager.mlua:18833,%  |  기본공격,,,
MLUA_CARDMANAGER_449,개  |  스턴,RootDesk/MyDesk/Card/CardManager.mlua:18839 | RootDesk/MyDesk/Card/CardManager.mlua:18857,개  |  스턴,,,
MLUA_CARDMANAGER_450,명  |  3연타(,RootDesk/MyDesk/Card/CardManager.mlua:18842,명  |  3연타(,,,
MLUA_CARDMANAGER_451,초  |  광역,RootDesk/MyDesk/Card/CardManager.mlua:18845,초  |  광역,,,
MLUA_CARDMANAGER_452,명  |  크리티컬 확률 +,RootDesk/MyDesk/Card/CardManager.mlua:18848,명  |  크리티컬 확률 +,,,
MLUA_CARDMANAGER_453,명  |  메소 드랍 100%  |  아이템 드랍,RootDesk/MyDesk/Card/CardManager.mlua:18850,명  |  메소 드랍 100%  |  아이템 드랍,,,
MLUA_CARDMANAGER_454,메소 폭발  |  광역  |  기본 공격 시,RootDesk/MyDesk/Card/CardManager.mlua:18853,메소 폭발  |  광역  |  기본 공격 시,,,
MLUA_CARDMANAGER_455,% 확률로 메소 드랍,RootDesk/MyDesk/Card/CardManager.mlua:18853,% 확률로 메소 드랍,,,
MLUA_CARDMANAGER_456,초  |  분신 소환 대미지,RootDesk/MyDesk/Card/CardManager.mlua:18855,초  |  분신 소환 대미지,,,
MLUA_CARDMANAGER_457,툴팁:,[LOG] RootDesk/MyDesk/Card/CardManager.mlua:18885,툴팁:,,,
MLUA_CARDMANAGER_458,) — 안전망 타이머가 연출을 대신 정리 중,[LOG] RootDesk/MyDesk/Card/CardManager.mlua:19470,) — 안전망 타이머가 연출을 대신 정리 중,,,
MLUA_CARDMANAGER_459,FreezeExplosion: 빙결 폭발! x=,[LOG] RootDesk/MyDesk/Card/CardManager.mlua:21863,FreezeExplosion: 빙결 폭발! x=,,,
MLUA_CARDMANAGER_460,지속회복,RootDesk/MyDesk/Card/CardManager.mlua:22970,지속회복,,,
MLUA_CARDMANAGER_461,기본공격,RootDesk/MyDesk/Card/CardManager.mlua:22971 | RootDesk/MyDesk/Card/CardManager.mlua:22972 | RootDesk/MyDesk/Card/CardManager.mlua:22973 | RootDesk/MyDesk/Card/CardManager.mlua:22974 | RootDesk/MyDesk/Card/CardManager.mlua:22975,기본공격,,,
MLUA_CARDMANAGER_462,다단타격,RootDesk/MyDesk/Card/CardManager.mlua:22976,다단타격,,,
MLUA_CARDMANAGER_463,"관통,둔화",RootDesk/MyDesk/Card/CardManager.mlua:22977,"관통,둔화",,,
MLUA_CARDMANAGER_464,"관통,스턴",RootDesk/MyDesk/Card/CardManager.mlua:22978,"관통,스턴",,,
MLUA_CARDMANAGER_465,"광역,화상",RootDesk/MyDesk/Card/CardManager.mlua:22979,"광역,화상",,,
