Key,Source,Note,ko,en,zh-tw,ja
MLUA_CARDMANAGER_182,"피해량 +40, 공격 대상 +1",RootDesk/MyDesk/Card/CardManager.mlua:16655 | RootDesk/MyDesk/Card/CardManager.mlua:16703 | RootDesk/MyDesk/Card/CardManager.mlua:16895,"피해량 +40, 공격 대상 +1","Damage +40, Targets +1",傷害 +40，攻擊目標 +1,ダメージ +40、攻撃対象 +1
MLUA_CARDMANAGER_183,"해금! (대미지 120, 타겟 1명, 콤보스택 +1)",RootDesk/MyDesk/Card/CardManager.mlua:16659,"해금! (대미지 120, 타겟 1명, 콤보스택 +1)","Unlocked! (Damage 120, 1 target, Combo Stack +1)",解鎖！(傷害 120，目標 1名，連擊層數 +1),解放！(ダメージ 120、ターゲット 1体、コンボスタック +1)
MLUA_CARDMANAGER_184,"피해량 +20, 쿨타임 감소",RootDesk/MyDesk/Card/CardManager.mlua:16660,"피해량 +20, 쿨타임 감소","Damage +20, Cooldown reduced",傷害 +20，冷卻時間減少,ダメージ +20、クールタイム減少
MLUA_CARDMANAGER_185,"해금! (대미지 120, 타겟 1명, 광역, 콤보스택 +1)",RootDesk/MyDesk/Card/CardManager.mlua:16667 | RootDesk/MyDesk/Card/CardManager.mlua:16683,"해금! (대미지 120, 타겟 1명, 광역, 콤보스택 +1)","Unlocked! (Damage 120, 1 target, AoE, Combo Stack +1)",解鎖！(傷害 120，目標 1名，範圍，連擊層數 +1),解放！(ダメージ 120、ターゲット 1体、範囲、コンボスタック +1)
MLUA_CARDMANAGER_186,"해금! (대미지 100, 타겟 1명, 일반 2연타, 확률적 4연타 10%)",RootDesk/MyDesk/Card/CardManager.mlua:16691,"해금! (대미지 100, 타겟 1명, 일반 2연타, 확률적 4연타 10%)","Unlocked! (Damage 100, 1 target, normally 2 hits, 10% chance of 4 hits)",解鎖！(傷害 100，目標 1名，一般2連擊，10%機率4連擊),解放！(ダメージ 100、ターゲット 1体、通常2連撃、10%の確率で4連撃)
MLUA_CARDMANAGER_187,"해금! (대미지 120, 타겟 1명, 속박(도약) 1초, 콤보스택 +1)",RootDesk/MyDesk/Card/CardManager.mlua:16699,"해금! (대미지 120, 타겟 1명, 속박(도약) 1초, 콤보스택 +1)","Unlocked! (Damage 120, 1 target, Bind (leap) 1s, Combo Stack +1)",解鎖！(傷害 120，目標 1名，束縛(跳躍) 1秒，連擊層數 +1),解放！(ダメージ 120、ターゲット 1体、バインド(跳躍) 1秒、コンボスタック +1)
MLUA_CARDMANAGER_188,"해금! (대미지 120, 지속 4초, 2초마다 2연타)",RootDesk/MyDesk/Card/CardManager.mlua:16707,"해금! (대미지 120, 지속 4초, 2초마다 2연타)","Unlocked! (Damage 120, lasts 4s, 2 hits every 2s)",解鎖！(傷害 120，持續 4秒，每2秒2連擊),解放！(ダメージ 120、持続 4秒、2秒ごとに2連撃)
MLUA_CARDMANAGER_189,"피해량 +20, 지속 +1초",RootDesk/MyDesk/Card/CardManager.mlua:16709 | RootDesk/MyDesk/Card/CardManager.mlua:16801 | RootDesk/MyDesk/Card/CardManager.mlua:16807,"피해량 +20, 지속 +1초","Damage +20, Duration +1s",傷害 +20，持續 +1秒,ダメージ +20、持続 +1秒
MLUA_CARDMANAGER_190,"해금! (대미지 350, 타겟 3명, 콤보스택 +2, 스턴 2초 100%)",RootDesk/MyDesk/Card/CardManager.mlua:16715,"해금! (대미지 350, 타겟 3명, 콤보스택 +2, 스턴 2초 100%)","Unlocked! (Damage 350, 3 targets, Combo Stack +2, Stun 2s 100%)",解鎖！(傷害 350，目標 3名，連擊層數 +2，暈眩 2秒 100%),解放！(ダメージ 350、ターゲット 3体、コンボスタック +2、スタン 2秒 100%)
MLUA_CARDMANAGER_191,"해금! (콤보 폭발 대미지 220%)",RootDesk/MyDesk/Card/CardManager.mlua:16729,"해금! (콤보 폭발 대미지 220%)","Unlocked! (Combo Explosion Damage 220%)",解鎖！(連擊爆炸傷害 220%),解放！(コンボ爆発ダメージ 220%)
MLUA_CARDMANAGER_192,폭발 대미지 +10%,RootDesk/MyDesk/Card/CardManager.mlua:16730 | RootDesk/MyDesk/Card/CardManager.mlua:16731 | RootDesk/MyDesk/Card/CardManager.mlua:16732 | RootDesk/MyDesk/Card/CardManager.mlua:16733,폭발 대미지 +10%,Explosion Damage +10%,爆炸傷害 +10%,爆発ダメージ +10%
MLUA_CARDMANAGER_193,"해금! (15초마다 체력 2% 회복)",RootDesk/MyDesk/Card/CardManager.mlua:16737,"해금! (15초마다 체력 2% 회복)","Unlocked! (Restores 2% HP every 15s)",解鎖！(每15秒恢復 2% 體力),解放！(15秒ごとにHPを2%回復)
MLUA_CARDMANAGER_194,회복량 +1%,RootDesk/MyDesk/Card/CardManager.mlua:16738 | RootDesk/MyDesk/Card/CardManager.mlua:16739 | RootDesk/MyDesk/Card/CardManager.mlua:16740 | RootDesk/MyDesk/Card/CardManager.mlua:16741,회복량 +1%,Recovery +1%,恢復量 +1%,回復量 +1%
MLUA_CARDMANAGER_195,"해금! (대미지 300, 타겟 3명, 광역 2타 범위공격 50%)",RootDesk/MyDesk/Card/CardManager.mlua:16753,"해금! (대미지 300, 타겟 3명, 광역 2타 범위공격 50%)","Unlocked! (Damage 300, 3 targets, AoE 2nd hit 50%)",解鎖！(傷害 300，目標 3名，範圍第2擊 50%),解放！(ダメージ 300、ターゲット 3体、範囲2撃目 50%)
MLUA_CARDMANAGER_196,"피해량 +84, 범위 2타 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16754,"피해량 +84, 범위 2타 대미지 +10%","Damage +84, AoE 2nd hit Damage +10%",傷害 +84，範圍第2擊傷害 +10%,ダメージ +84、範囲2撃目ダメージ +10%
MLUA_CARDMANAGER_197,"피해량 +126, 공격 대상 +1, 범위 2타 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16755,"피해량 +126, 공격 대상 +1, 범위 2타 대미지 +10%","Damage +126, Targets +1, AoE 2nd hit Damage +10%",傷害 +126，攻擊目標 +1，範圍第2擊傷害 +10%,ダメージ +126、攻撃対象 +1、範囲2撃目ダメージ +10%
MLUA_CARDMANAGER_198,"해금! (대미지 200, 넉백, 충돌 대미지 60%, 착지 시 범위 폭발 60%)",RootDesk/MyDesk/Card/CardManager.mlua:16759,"해금! (대미지 200, 넉백, 충돌 대미지 60%, 착지 시 범위 폭발 60%)","Unlocked! (Damage 200, Knockback, Collision Damage 60%, AoE explosion on landing 60%)",解鎖！(傷害 200，擊退，碰撞傷害 60%，落地時範圍爆炸 60%),解放！(ダメージ 200、ノックバック、衝突ダメージ 60%、着地時に範囲爆発 60%)
MLUA_CARDMANAGER_199,"피해량 +20, 충돌·폭발 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16760,"피해량 +20, 충돌·폭발 대미지 +10%","Damage +20, Collision/Explosion Damage +10%",傷害 +20，碰撞·爆炸傷害 +10%,ダメージ +20、衝突・爆発ダメージ +10%
MLUA_CARDMANAGER_200,"피해량 +40, 충돌·폭발 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16761,"피해량 +40, 충돌·폭발 대미지 +10%","Damage +40, Collision/Explosion Damage +10%",傷害 +40，碰撞·爆炸傷害 +10%,ダメージ +40、衝突・爆発ダメージ +10%
MLUA_CARDMANAGER_201,"해금! (대미지 300, 타겟 3명, 콤보스택 +2)",RootDesk/MyDesk/Card/CardManager.mlua:16765,"해금! (대미지 300, 타겟 3명, 콤보스택 +2)","Unlocked! (Damage 300, 3 targets, Combo Stack +2)",解鎖！(傷害 300，目標 3名，連擊層數 +2),解放！(ダメージ 300、ターゲット 3体、コンボスタック +2)
MLUA_CARDMANAGER_202,"해금! (대미지 230, 타겟 2명, 부채꼴 검기 4개 발사, 콤보스택 +1)",RootDesk/MyDesk/Card/CardManager.mlua:16771,"해금! (대미지 230, 타겟 2명, 부채꼴 검기 4개 발사, 콤보스택 +1)","Unlocked! (Damage 230, 2 targets, fires 4 sword waves in a fan, Combo Stack +1)",解鎖！(傷害 230，目標 2名，扇形發射劍氣 4道，連擊層數 +1),解放！(ダメージ 230、ターゲット 2体、扇状に剣気を4つ発射、コンボスタック +1)
MLUA_CARDMANAGER_203,"피해량 +40, 공격 대상 +1, 검기 개수 증가",RootDesk/MyDesk/Card/CardManager.mlua:16773,"피해량 +40, 공격 대상 +1, 검기 개수 증가","Damage +40, Targets +1, more sword waves",傷害 +40，攻擊目標 +1，劍氣數量增加,ダメージ +40、攻撃対象 +1、剣気の数増加
MLUA_CARDMANAGER_204,"해금! (대미지 280, 지속 4초, 2초마다 2연타)",RootDesk/MyDesk/Card/CardManager.mlua:16777,"해금! (대미지 280, 지속 4초, 2초마다 2연타)","Unlocked! (Damage 280, lasts 4s, 2 hits every 2s)",解鎖！(傷害 280，持續 4秒，每2秒2連擊),解放！(ダメージ 280、持続 4秒、2秒ごとに2連撃)
MLUA_CARDMANAGER_205,"피해량 +40, 지속 +1초",RootDesk/MyDesk/Card/CardManager.mlua:16779,"피해량 +40, 지속 +1초","Damage +40, Duration +1s",傷害 +40，持續 +1秒,ダメージ +40、持続 +1秒
MLUA_CARDMANAGER_206,"해금! (대미지 230, 타겟 3명, 일반 2연타, 확률적 4연타 15%)",RootDesk/MyDesk/Card/CardManager.mlua:16783,"해금! (대미지 230, 타겟 3명, 일반 2연타, 확률적 4연타 15%)","Unlocked! (Damage 230, 3 targets, normally 2 hits, 15% chance of 4 hits)",解鎖！(傷害 230，目標 3名，一般2連擊，15%機率4連擊),解放！(ダメージ 230、ターゲット 3体、通常2連撃、15%の確率で4連撃)
MLUA_CARDMANAGER_207,"피해량 +30, 4연타 확률 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16784,"피해량 +30, 4연타 확률 +5%","Damage +30, 4-hit chance +5%",傷害 +30，4連擊機率 +5%,ダメージ +30、4連撃確率 +5%
MLUA_CARDMANAGER_208,"피해량 +40, 4연타 확률 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16785,"피해량 +40, 4연타 확률 +10%","Damage +40, 4-hit chance +10%",傷害 +40，4連擊機率 +10%,ダメージ +40、4連撃確率 +10%
MLUA_CARDMANAGER_209,"해금! (대미지 70, 타겟 1명, 속박 1초)",RootDesk/MyDesk/Card/CardManager.mlua:16789,"해금! (대미지 70, 타겟 1명, 속박 1초)","Unlocked! (Damage 70, 1 target, Bind 1s)",解鎖！(傷害 70，目標 1名，束縛 1秒),解放！(ダメージ 70、ターゲット 1体、バインド 1秒)
MLUA_CARDMANAGER_210,"피해량 +20, 타겟 2명",RootDesk/MyDesk/Card/CardManager.mlua:16790 | RootDesk/MyDesk/Card/CardManager.mlua:16799,"피해량 +20, 타겟 2명","Damage +20, 2 targets",傷害 +20，目標 2名,ダメージ +20、ターゲット 2体
MLUA_CARDMANAGER_211,"피해량 +20, 속박 2초",RootDesk/MyDesk/Card/CardManager.mlua:16791,"피해량 +20, 속박 2초","Damage +20, Bind 2s",傷害 +20，束縛 2秒,ダメージ +20、バインド 2秒
MLUA_CARDMANAGER_212,"피해량 +20, 타겟 3명",RootDesk/MyDesk/Card/CardManager.mlua:16792,"피해량 +20, 타겟 3명","Damage +20, 3 targets",傷害 +20，目標 3名,ダメージ +20、ターゲット 3体
MLUA_CARDMANAGER_213,피해량 +10,RootDesk/MyDesk/Card/CardManager.mlua:16793,피해량 +10,Damage +10,傷害 +10,ダメージ +10
MLUA_CARDMANAGER_214,"해금! (대미지 80, 타겟 1명, 지속 2초, 범위 점차 증가)",RootDesk/MyDesk/Card/CardManager.mlua:16797,"해금! (대미지 80, 타겟 1명, 지속 2초, 범위 점차 증가)","Unlocked! (Damage 80, 1 target, lasts 2s, area grows over time)",解鎖！(傷害 80，目標 1名，持續 2秒，範圍逐漸擴大),解放！(ダメージ 80、ターゲット 1体、持続 2秒、範囲が徐々に拡大)
MLUA_CARDMANAGER_215,"조합! (대미지 180, 타겟 2명, 지속 2초, 출혈 30%/초)",RootDesk/MyDesk/Card/CardManager.mlua:16805,"조합! (대미지 180, 타겟 2명, 지속 2초, 출혈 30%/초)","Fusion! (Damage 180, 2 targets, lasts 2s, Bleed 30%/s)",組合！(傷害 180，目標 2名，持續 2秒，流血 30%/秒),組み合わせ！(ダメージ 180、ターゲット 2体、持続 2秒、出血 30%/秒)
MLUA_CARDMANAGER_216,"해금! (대미지 80, 타겟 1명, 광역)",RootDesk/MyDesk/Card/CardManager.mlua:16811,"해금! (대미지 80, 타겟 1명, 광역)","Unlocked! (Damage 80, 1 target, AoE)",解鎖！(傷害 80，目標 1名，範圍),解放！(ダメージ 80、ターゲット 1体、範囲)
MLUA_CARDMANAGER_217,"해금! (대미지 60, 3초간 추적, 경로상 적 타격)",RootDesk/MyDesk/Card/CardManager.mlua:16819,"해금! (대미지 60, 3초간 추적, 경로상 적 타격)","Unlocked! (Damage 60, homes for 3s, hits enemies in its path)",解鎖！(傷害 60，追蹤 3秒，攻擊路徑上的敵人),解放！(ダメージ 60、3秒間追尾、経路上の敵を攻撃)
MLUA_CARDMANAGER_218,"해금! (대미지 120, 타겟 1명, 분열 3개 30%)",RootDesk/MyDesk/Card/CardManager.mlua:16827,"해금! (대미지 120, 타겟 1명, 분열 3개 30%)","Unlocked! (Damage 120, 1 target, Split into 3, 30%)",解鎖！(傷害 120，目標 1名，分裂 3個 30%),解放！(ダメージ 120、ターゲット 1体、分裂 3個 30%)
MLUA_CARDMANAGER_219,"피해량 +20, 분열 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16828 | RootDesk/MyDesk/Card/CardManager.mlua:16830,"피해량 +20, 분열 대미지 +10%","Damage +20, Split Damage +10%",傷害 +20，分裂傷害 +10%,ダメージ +20、分裂ダメージ +10%
MLUA_CARDMANAGER_220,"피해량 +20, 공격 대상 +1, 분열 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16829,"피해량 +20, 공격 대상 +1, 분열 대미지 +10%","Damage +20, Targets +1, Split Damage +10%",傷害 +20，攻擊目標 +1，分裂傷害 +10%,ダメージ +20、攻撃対象 +1、分裂ダメージ +10%
MLUA_CARDMANAGER_221,"피해량 +40, 분열 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16831,"피해량 +40, 분열 대미지 +10%","Damage +40, Split Damage +10%",傷害 +40，分裂傷害 +10%,ダメージ +40、分裂ダメージ +10%
MLUA_CARDMANAGER_222,"해금! (대미지 130, 타겟 1명, 광역)",RootDesk/MyDesk/Card/CardManager.mlua:16835,"해금! (대미지 130, 타겟 1명, 광역)","Unlocked! (Damage 130, 1 target, AoE)",解鎖！(傷害 130，目標 1名，範圍),解放！(ダメージ 130、ターゲット 1体、範囲)
MLUA_CARDMANAGER_223,"피해량 +30, 공격 대상 +1",RootDesk/MyDesk/Card/CardManager.mlua:16837 | RootDesk/MyDesk/Card/CardManager.mlua:16854 | RootDesk/MyDesk/Card/CardManager.mlua:16917,"피해량 +30, 공격 대상 +1","Damage +30, Targets +1",傷害 +30，攻擊目標 +1,ダメージ +30、攻撃対象 +1
MLUA_CARDMANAGER_224,피해량 +60,RootDesk/MyDesk/Card/CardManager.mlua:16839,피해량 +60,Damage +60,傷害 +60,ダメージ +60
MLUA_CARDMANAGER_225,"해금! (대미지 110, 타겟 1명, 관통 1마리 30%)",RootDesk/MyDesk/Card/CardManager.mlua:16843,"해금! (대미지 110, 타겟 1명, 관통 1마리 30%)","Unlocked! (Damage 110, 1 target, Pierces 1 at 30%)",解鎖！(傷害 110，目標 1名，穿透 1隻 30%),解放！(ダメージ 110、ターゲット 1体、貫通 1体 30%)
MLUA_CARDMANAGER_226,"피해량 +20, 관통 +1마리(30/20%)",RootDesk/MyDesk/Card/CardManager.mlua:16844,"피해량 +20, 관통 +1마리(30/20%)","Damage +20, Pierce +1 (30/20%)",傷害 +20，穿透 +1隻(30/20%),ダメージ +20、貫通 +1体(30/20%)
MLUA_CARDMANAGER_227,"피해량 +20, 공격 대상 +1, 관통 비율 상승(40/30%)",RootDesk/MyDesk/Card/CardManager.mlua:16845,"피해량 +20, 공격 대상 +1, 관통 비율 상승(40/30%)","Damage +20, Targets +1, higher pierce ratio (40/30%)",傷害 +20，攻擊目標 +1，穿透比例提升(40/30%),ダメージ +20、攻撃対象 +1、貫通倍率上昇(40/30%)
MLUA_CARDMANAGER_228,"피해량 +20, 관통 +1마리(40/30/20%)",RootDesk/MyDesk/Card/CardManager.mlua:16846,"피해량 +20, 관통 +1마리(40/30/20%)","Damage +20, Pierce +1 (40/30/20%)",傷害 +20，穿透 +1隻(40/30/20%),ダメージ +20、貫通 +1体(40/30/20%)
MLUA_CARDMANAGER_229,"피해량 +30, 관통 비율 상승(50/40/30%)",RootDesk/MyDesk/Card/CardManager.mlua:16847,"피해량 +30, 관통 비율 상승(50/40/30%)","Damage +30, higher pierce ratio (50/40/30%)",傷害 +30，穿透比例提升(50/40/30%),ダメージ +30、貫通倍率上昇(50/40/30%)
MLUA_CARDMANAGER_230,"해금! (대미지 100, 타겟 1명, 3연타 40/30/30%)",RootDesk/MyDesk/Card/CardManager.mlua:16851,"해금! (대미지 100, 타겟 1명, 3연타 40/30/30%)","Unlocked! (Damage 100, 1 target, 3 hits 40/30/30%)",解鎖！(傷害 100，目標 1名，3連擊 40/30/30%),解放！(ダメージ 100、ターゲット 1体、3連撃 40/30/30%)
MLUA_CARDMANAGER_231,"해금! (대미지 150, 타겟 1명, 2연타)",RootDesk/MyDesk/Card/CardManager.mlua:16859,"해금! (대미지 150, 타겟 1명, 2연타)","Unlocked! (Damage 150, 1 target, 2 hits)",解鎖！(傷害 150，目標 1名，2連擊),解放！(ダメージ 150、ターゲット 1体、2連撃)
MLUA_CARDMANAGER_232,"피해량 +54, 공격 대상 +1, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:16860,"피해량 +54, 공격 대상 +1, 타격 강도 증가","Damage +54, Targets +1, hit power increased",傷害 +54，攻擊目標 +1，打擊強度增加,ダメージ +54、攻撃対象 +1、打撃強度増加
MLUA_CARDMANAGER_233,"피해량 +76, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:16861,"피해량 +76, 타격 강도 증가","Damage +76, hit power increased",傷害 +76，打擊強度增加,ダメージ +76、打撃強度増加
MLUA_CARDMANAGER_234,"피해량 +72, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:16862,"피해량 +72, 타격 강도 증가","Damage +72, hit power increased",傷害 +72，打擊強度增加,ダメージ +72、打撃強度増加
MLUA_CARDMANAGER_235,"피해량 +116, 공격 대상 +1, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:16863,"피해량 +116, 공격 대상 +1, 타격 강도 증가","Damage +116, Targets +1, hit power increased",傷害 +116，攻擊目標 +1，打擊強度增加,ダメージ +116、攻撃対象 +1、打撃強度増加
MLUA_CARDMANAGER_236,"해금! (대미지 117, 타겟 1명, 3연타)",RootDesk/MyDesk/Card/CardManager.mlua:16867,"해금! (대미지 117, 타겟 1명, 3연타)","Unlocked! (Damage 117, 1 target, 3 hits)",解鎖！(傷害 117，目標 1名，3連擊),解放！(ダメージ 117、ターゲット 1体、3連撃)
MLUA_CARDMANAGER_237,"피해량 +33, 공격 대상 +1, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:16868,"피해량 +33, 공격 대상 +1, 타격 강도 증가","Damage +33, Targets +1, hit power increased",傷害 +33，攻擊目標 +1，打擊強度增加,ダメージ +33、攻撃対象 +1、打撃強度増加
MLUA_CARDMANAGER_238,"피해량 +84, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:16869,"피해량 +84, 타격 강도 증가","Damage +84, hit power increased",傷害 +84，打擊強度增加,ダメージ +84、打撃強度増加
MLUA_CARDMANAGER_239,"피해량 +66, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:16870,"피해량 +66, 타격 강도 증가","Damage +66, hit power increased",傷害 +66，打擊強度增加,ダメージ +66、打撃強度増加
MLUA_CARDMANAGER_240,"피해량 +114, 공격 대상 +1, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:16871,"피해량 +114, 공격 대상 +1, 타격 강도 증가","Damage +114, Targets +1, hit power increased",傷害 +114，攻擊目標 +1，打擊強度增加,ダメージ +114、攻撃対象 +1、打撃強度増加
MLUA_CARDMANAGER_241,"해금! (초당 대미지 20, 타겟 1명, 명중 -20%, 지속 3초)",RootDesk/MyDesk/Card/CardManager.mlua:16875,"해금! (초당 대미지 20, 타겟 1명, 명중 -20%, 지속 3초)","Unlocked! (Damage 20/s, 1 target, Accuracy -20%, lasts 3s)",解鎖！(每秒傷害 20，目標 1名，命中 -20%，持續 3秒),解放！(毎秒ダメージ 20、ターゲット 1体、命中 -20%、持続 3秒)
MLUA_CARDMANAGER_242,"초당 대미지 +10, 공격 대상 +1, 명중 감소 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16876,"초당 대미지 +10, 공격 대상 +1, 명중 감소 +10%","Damage/s +10, Targets +1, Accuracy reduction +10%",每秒傷害 +10，攻擊目標 +1，命中降低 +10%,毎秒ダメージ +10、攻撃対象 +1、命中低下 +10%
MLUA_CARDMANAGER_243,"초당 대미지 +20, 명중 감소 +10%, 지속 +1초",RootDesk/MyDesk/Card/CardManager.mlua:16877,"초당 대미지 +20, 명중 감소 +10%, 지속 +1초","Damage/s +20, Accuracy reduction +10%, Duration +1s",每秒傷害 +20，命中降低 +10%，持續 +1秒,毎秒ダメージ +20、命中低下 +10%、持続 +1秒
MLUA_CARDMANAGER_244,"초당 대미지 +10, 명중 감소 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16878,"초당 대미지 +10, 명중 감소 +10%","Damage/s +10, Accuracy reduction +10%",每秒傷害 +10，命中降低 +10%,毎秒ダメージ +10、命中低下 +10%
MLUA_CARDMANAGER_245,"초당 대미지 +30, 공격 대상 +1, 명중 감소 +10%, 지속 +1초",RootDesk/MyDesk/Card/CardManager.mlua:16879,"초당 대미지 +30, 공격 대상 +1, 명중 감소 +10%, 지속 +1초","Damage/s +30, Targets +1, Accuracy reduction +10%, Duration +1s",每秒傷害 +30，攻擊目標 +1，命中降低 +10%，持續 +1秒,毎秒ダメージ +30、攻撃対象 +1、命中低下 +10%、持続 +1秒
MLUA_CARDMANAGER_246,"해금! (대미지 130, 타겟 1명, 크리티컬 확률 +10%)",RootDesk/MyDesk/Card/CardManager.mlua:16883,"해금! (대미지 130, 타겟 1명, 크리티컬 확률 +10%)","Unlocked! (Damage 130, 1 target, Critical Rate +10%)",解鎖！(傷害 130，目標 1名，爆擊率 +10%),解放！(ダメージ 130、ターゲット 1体、クリティカル率 +10%)
MLUA_CARDMANAGER_247,"피해량 +20, 크리티컬 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16884 | RootDesk/MyDesk/Card/CardManager.mlua:16886,"피해량 +20, 크리티컬 +5%","Damage +20, Critical +5%",傷害 +20，爆擊 +5%,ダメージ +20、クリティカル +5%
MLUA_CARDMANAGER_248,"피해량 +30, 공격 대상 +1, 크리티컬 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16885,"피해량 +30, 공격 대상 +1, 크리티컬 +5%","Damage +30, Targets +1, Critical +5%",傷害 +30，攻擊目標 +1，爆擊 +5%,ダメージ +30、攻撃対象 +1、クリティカル +5%
MLUA_CARDMANAGER_249,"피해량 +60, 크리티컬 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16887 | RootDesk/MyDesk/Card/CardManager.mlua:17073,"피해량 +60, 크리티컬 +5%","Damage +60, Critical +5%",傷害 +60，爆擊 +5%,ダメージ +60、クリティカル +5%
MLUA_CARDMANAGER_250,"해금! (대미지 100, 타겟 2명, 메소 드랍 100%, 아이템 드랍 50%)",RootDesk/MyDesk/Card/CardManager.mlua:16891,"해금! (대미지 100, 타겟 2명, 메소 드랍 100%, 아이템 드랍 50%)","Unlocked! (Damage 100, 2 targets, Meso Drop 100%, Item Drop 50%)",解鎖！(傷害 100，目標 2名，楓幣掉落 100%，道具掉落 50%),解放！(ダメージ 100、ターゲット 2体、メルドロップ 100%、アイテムドロップ 50%)
MLUA_CARDMANAGER_251,"해금! (대미지 150, 착지한 메소 전부 동시 폭발, 기본공격 시 메소 드랍 5%)",RootDesk/MyDesk/Card/CardManager.mlua:16899,"해금! (대미지 150, 착지한 메소 전부 동시 폭발, 기본공격 시 메소 드랍 5%)","Unlocked! (Damage 150, all landed Mesos explode at once, 5% Meso drop on Basic Attack)",解鎖！(傷害 150，所有落地的楓幣同時爆炸，普通攻擊時楓幣掉落 5%),解放！(ダメージ 150、落ちたメルがすべて同時に爆発、通常攻撃時メルドロップ 5%)
MLUA_CARDMANAGER_252,"피해량 +30, 메소 드랍 확률 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16900 | RootDesk/MyDesk/Card/CardManager.mlua:16902 | RootDesk/MyDesk/Card/CardManager.mlua:16903,"피해량 +30, 메소 드랍 확률 +5%","Damage +30, Meso drop chance +5%",傷害 +30，楓幣掉落機率 +5%,ダメージ +30、メルドロップ確率 +5%
MLUA_CARDMANAGER_253,"피해량 +30, 범위 증가, 메소 드랍 확률 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16901,"피해량 +30, 범위 증가, 메소 드랍 확률 +5%","Damage +30, Area increased, Meso drop chance +5%",傷害 +30，範圍增加，楓幣掉落機率 +5%,ダメージ +30、範囲増加、メルドロップ確率 +5%
MLUA_CARDMANAGER_254,"해금! (지속 5초, 기본공격/스킬 복사 대미지 60%, 소환 1체)",RootDesk/MyDesk/Card/CardManager.mlua:16907,"해금! (지속 5초, 기본공격/스킬 복사 대미지 60%, 소환 1체)","Unlocked! (Lasts 5s, copies Basic Attacks/Skills at 60% Damage, 1 summon)",解鎖！(持續 5秒，複製普通攻擊/技能傷害 60%，召喚 1體),解放！(持続 5秒、通常攻撃/スキルを60%のダメージでコピー、召喚 1体)
MLUA_CARDMANAGER_255,복사 대미지 +10%,RootDesk/MyDesk/Card/CardManager.mlua:16908 | RootDesk/MyDesk/Card/CardManager.mlua:16910 | RootDesk/MyDesk/Card/CardManager.mlua:16911,복사 대미지 +10%,Copy Damage +10%,複製傷害 +10%,コピーダメージ +10%
MLUA_CARDMANAGER_256,"지속 +1초, 복사 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16909,"지속 +1초, 복사 대미지 +10%","Duration +1s, Copy Damage +10%",持續 +1秒，複製傷害 +10%,持続 +1秒、コピーダメージ +10%
MLUA_CARDMANAGER_257,"해금! (대미지 140, 타겟 1명, 스턴 100%, 지속 2초)",RootDesk/MyDesk/Card/CardManager.mlua:16915,"해금! (대미지 140, 타겟 1명, 스턴 100%, 지속 2초)","Unlocked! (Damage 140, 1 target, Stun 100%, lasts 2s)",解鎖！(傷害 140，目標 1名，暈眩 100%，持續 2秒),解放！(ダメージ 140、ターゲット 1体、スタン 100%、持続 2秒)
MLUA_CARDMANAGER_258,"해금! (공격 회피 3%)",RootDesk/MyDesk/Card/CardManager.mlua:16947 | RootDesk/MyDesk/Card/CardManager.mlua:17045,"해금! (공격 회피 3%)","Unlocked! (Evasion 3%)",解鎖！(迴避攻擊 3%),解放！(攻撃回避 3%)
MLUA_CARDMANAGER_259,공격 회피 +2%,RootDesk/MyDesk/Card/CardManager.mlua:16948 | RootDesk/MyDesk/Card/CardManager.mlua:16949 | RootDesk/MyDesk/Card/CardManager.mlua:16950,공격 회피 +2%,Evasion +2%,迴避攻擊 +2%,攻撃回避 +2%
MLUA_CARDMANAGER_260,공격 회피 +3%,RootDesk/MyDesk/Card/CardManager.mlua:16951,공격 회피 +3%,Evasion +3%,迴避攻擊 +3%,攻撃回避 +3%
