Key,한국어원문,위치(Note),en,zh-TW,ja
MLUA_CARDMANAGER_126,"해금! (대미지 120, 화살 2발)",RootDesk/MyDesk/Card/CardManager.mlua:16505,,,
MLUA_CARDMANAGER_127,강화 화살 효과 신규 획득 (확률 20%),RootDesk/MyDesk/Card/CardManager.mlua:16506,,,
MLUA_CARDMANAGER_128,"피해량 +50, 강화 화살 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16507,,,
MLUA_CARDMANAGER_129,강화 화살 대미지 +20%,RootDesk/MyDesk/Card/CardManager.mlua:16508,,,
MLUA_CARDMANAGER_130,"피해량 +40, 강화 화살 대미지 +20%",RootDesk/MyDesk/Card/CardManager.mlua:16509,,,
MLUA_CARDMANAGER_131,"해금! (대미지 100, 착탄 1개, 슬로우 40% 2초)",RootDesk/MyDesk/Card/CardManager.mlua:16513,,,
MLUA_CARDMANAGER_132,"착탄 지점 +1, 슬로우 +1초",RootDesk/MyDesk/Card/CardManager.mlua:16514 | RootDesk/MyDesk/Card/CardManager.mlua:16516,,,
MLUA_CARDMANAGER_133,"피해량 +50, 슬로우 확률 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16515 | RootDesk/MyDesk/Card/CardManager.mlua:16517,,,
MLUA_CARDMANAGER_134,"해금! (대미지 100, 착탄 1개, 슬로우 대상 추가 피해 +39%)",RootDesk/MyDesk/Card/CardManager.mlua:16521,,,
MLUA_CARDMANAGER_135,"착탄 지점 +1, 슬로우 대상 추가 피해",RootDesk/MyDesk/Card/CardManager.mlua:16522 | RootDesk/MyDesk/Card/CardManager.mlua:16524,,,
MLUA_CARDMANAGER_136,"피해량 +50, 슬로우 대상 추가 피해",RootDesk/MyDesk/Card/CardManager.mlua:16523 | RootDesk/MyDesk/Card/CardManager.mlua:16525,,,
MLUA_CARDMANAGER_137,"해금! (대미지 120, 유지 3초, 슬로우 대상 추가 피해 +39%)",RootDesk/MyDesk/Card/CardManager.mlua:16529,,,
MLUA_CARDMANAGER_138,"지속 +1초, 범위 증가, 슬로우 대상 추가 피해",RootDesk/MyDesk/Card/CardManager.mlua:16530,,,
MLUA_CARDMANAGER_139,"피해량 +30, 지속 +1초, 슬로우 대상 추가 피해",RootDesk/MyDesk/Card/CardManager.mlua:16531 | RootDesk/MyDesk/Card/CardManager.mlua:16532,,,
MLUA_CARDMANAGER_140,"피해량 +50, 지속 +1초, 범위 증가, 슬로우 대상 추가 피해",RootDesk/MyDesk/Card/CardManager.mlua:16533,,,
MLUA_CARDMANAGER_141,"해금! (대미지 80, 화살 2발, 관통 1회)",RootDesk/MyDesk/Card/CardManager.mlua:16537,,,
MLUA_CARDMANAGER_142,"피해량 +20, 화살 개수 +1",RootDesk/MyDesk/Card/CardManager.mlua:16538 | RootDesk/MyDesk/Card/CardManager.mlua:16540,,,
MLUA_CARDMANAGER_143,"피해량 +20, 관통 횟수 +1",RootDesk/MyDesk/Card/CardManager.mlua:16539 | RootDesk/MyDesk/Card/CardManager.mlua:16541,,,
MLUA_CARDMANAGER_144,"해금! (대미지 100, 착탄 1개, 광역)",RootDesk/MyDesk/Card/CardManager.mlua:16545,,,
MLUA_CARDMANAGER_145,"피해량 +20, 착탄 지점 +1, 쿨타임 감소",RootDesk/MyDesk/Card/CardManager.mlua:16547,,,
MLUA_CARDMANAGER_146,"해금! (대미지 100, 타겟 1명, 넉백, 충돌 대상 30% 대미지)",RootDesk/MyDesk/Card/CardManager.mlua:16553 | RootDesk/MyDesk/Card/CardManager.mlua:16675,,,
MLUA_CARDMANAGER_147,"피해량 +40, 충돌 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16555 | RootDesk/MyDesk/Card/CardManager.mlua:16557 | RootDesk/MyDesk/Card/CardManager.mlua:16677 | RootDesk/MyDesk/Card/CardManager.mlua:16679,,,
MLUA_CARDMANAGER_148,"피해량 +20, 충돌 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16556 | RootDesk/MyDesk/Card/CardManager.mlua:16678,,,
MLUA_CARDMANAGER_149,"해금! (쿨타임 -5%, 영구)",RootDesk/MyDesk/Card/CardManager.mlua:16561 | RootDesk/MyDesk/Card/CardManager.mlua:16923 | RootDesk/MyDesk/Card/CardManager.mlua:17013,,,
MLUA_CARDMANAGER_150,"해금! (크리티컬 대미지 +10%, 영구)",RootDesk/MyDesk/Card/CardManager.mlua:16577 | RootDesk/MyDesk/Card/CardManager.mlua:16939 | RootDesk/MyDesk/Card/CardManager.mlua:17029,,,
MLUA_CARDMANAGER_151,크리티컬 대미지 +10%,RootDesk/MyDesk/Card/CardManager.mlua:16578 | RootDesk/MyDesk/Card/CardManager.mlua:16579 | RootDesk/MyDesk/Card/CardManager.mlua:16580 | RootDesk/MyDesk/Card/CardManager.mlua:16581 | RootDesk/MyDesk/Card/CardManager.mlua:16940,,,
MLUA_CARDMANAGER_152,"해금! (추가 공격 확률 10%, 대미지 100%, 영구)",RootDesk/MyDesk/Card/CardManager.mlua:16585,,,
MLUA_CARDMANAGER_153,"추가 공격 확률 +5%, 대미지 +20%",RootDesk/MyDesk/Card/CardManager.mlua:16586 | RootDesk/MyDesk/Card/CardManager.mlua:16587 | RootDesk/MyDesk/Card/CardManager.mlua:16588 | RootDesk/MyDesk/Card/CardManager.mlua:16589,,,
MLUA_CARDMANAGER_154,"해금! (피해량 +5%, 영구)",RootDesk/MyDesk/Card/CardManager.mlua:16593 | RootDesk/MyDesk/Card/CardManager.mlua:16745 | RootDesk/MyDesk/Card/CardManager.mlua:17005 | RootDesk/MyDesk/Card/CardManager.mlua:17037,,,
MLUA_CARDMANAGER_155,피해량 증가 +4%p,RootDesk/MyDesk/Card/CardManager.mlua:16595 | RootDesk/MyDesk/Card/CardManager.mlua:16596 | RootDesk/MyDesk/Card/CardManager.mlua:16597 | RootDesk/MyDesk/Card/CardManager.mlua:16747 | RootDesk/MyDesk/Card/CardManager.mlua:16748,,,
MLUA_CARDMANAGER_156,"해금! (대미지 200, 착탄 2개, 슬로우, 스턴 2초, 슬로우 대상 추가 피해 +120%)",RootDesk/MyDesk/Card/CardManager.mlua:16601,,,
MLUA_CARDMANAGER_157,"피해량 +40, 슬로우, 스턴 +1초, 슬로우 대상 추가 피해",RootDesk/MyDesk/Card/CardManager.mlua:16602,,,
MLUA_CARDMANAGER_158,"피해량 +20, 범위 증가, 슬로우, 스턴 +1초, 슬로우 대상 추가 피해",RootDesk/MyDesk/Card/CardManager.mlua:16603,,,
MLUA_CARDMANAGER_159,"해금! (대미지 300, 유지 5초, 크리티컬 10%, 슬로우 대상 추가 피해 +120%)",RootDesk/MyDesk/Card/CardManager.mlua:16607,,,
MLUA_CARDMANAGER_160,"피해량 +20, 지속 +1초, 크리티컬 +5%, 슬로우 대상 추가 피해",RootDesk/MyDesk/Card/CardManager.mlua:16608 | RootDesk/MyDesk/Card/CardManager.mlua:16609,,,
MLUA_CARDMANAGER_161,"해금! (대미지 100, 최대 6명 연사, 추가 타격 확률 15%)",RootDesk/MyDesk/Card/CardManager.mlua:16613,,,
MLUA_CARDMANAGER_162,"피해량 +20, 연사 대상 +1, 추가 타격 대미지 증가",RootDesk/MyDesk/Card/CardManager.mlua:16614,,,
MLUA_CARDMANAGER_163,"피해량 +20, 연사 대상 +1, 추가 타격 확률 +5%, 대미지 증가",RootDesk/MyDesk/Card/CardManager.mlua:16615,,,
MLUA_CARDMANAGER_164,"해금! (대미지 230, 연사 3발, 강화 확률 20%, 강화 시 3연타)",RootDesk/MyDesk/Card/CardManager.mlua:16619,,,
MLUA_CARDMANAGER_165,"피해량 +20, 강화 확률 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16620,,,
MLUA_CARDMANAGER_166,"피해량 +50, 연사 개수 +1, 강화 확률 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16621,,,
MLUA_CARDMANAGER_167,"해금! (대미지 180, 화살 5발, 관통 4회, 크리티컬 +10%)",RootDesk/MyDesk/Card/CardManager.mlua:16625,,,
MLUA_CARDMANAGER_168,"피해량 +20, 쿨타임 감소, 크리티컬 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16626,,,
MLUA_CARDMANAGER_169,"피해량 +20, 화살 개수 +1, 크리티컬 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16627,,,
MLUA_CARDMANAGER_170,"해금! (대미지 250, 착탄 3개, 광역, 크리티컬 +10%)",RootDesk/MyDesk/Card/CardManager.mlua:16631,,,
MLUA_CARDMANAGER_171,"피해량 +50, 크리티컬 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16632,,,
MLUA_CARDMANAGER_172,"피해량 +50, 착탄 지점 +1, 크리티컬 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16633,,,
MLUA_CARDMANAGER_173,"해금! (대미지 180, 타겟 2명, 넉백, 충돌 대미지 80%, 정지 시 폭발 50%)",RootDesk/MyDesk/Card/CardManager.mlua:16637,,,
MLUA_CARDMANAGER_174,"피해량 +20, 충돌 대미지 증가, 폭발 대미지 증가",RootDesk/MyDesk/Card/CardManager.mlua:16638,,,
MLUA_CARDMANAGER_175,"피해량 +20, 충돌 대미지 증가, 폭발 대미지 대폭 증가",RootDesk/MyDesk/Card/CardManager.mlua:16639,,,
MLUA_CARDMANAGER_176,"해금! (콤보 스택 확률 10%, 영구)",RootDesk/MyDesk/Card/CardManager.mlua:16643,,,
MLUA_CARDMANAGER_177,스택 확률 +5%,RootDesk/MyDesk/Card/CardManager.mlua:16644 | RootDesk/MyDesk/Card/CardManager.mlua:16645 | RootDesk/MyDesk/Card/CardManager.mlua:16647,,,
MLUA_CARDMANAGER_178,스택 확률 +10%,RootDesk/MyDesk/Card/CardManager.mlua:16646,,,
MLUA_CARDMANAGER_179,"해금! (대미지 130, 타겟 1명, 콤보스택 +1)",RootDesk/MyDesk/Card/CardManager.mlua:16651,,,
MLUA_CARDMANAGER_180,"피해량 +20, 공격 대상 +1",RootDesk/MyDesk/Card/CardManager.mlua:16652 | RootDesk/MyDesk/Card/CardManager.mlua:16661 | RootDesk/MyDesk/Card/CardManager.mlua:16668 | RootDesk/MyDesk/Card/CardManager.mlua:16671 | RootDesk/MyDesk/Card/CardManager.mlua:16685,,,
MLUA_CARDMANAGER_181,피해량 +30,RootDesk/MyDesk/Card/CardManager.mlua:16654 | RootDesk/MyDesk/Card/CardManager.mlua:16772 | RootDesk/MyDesk/Card/CardManager.mlua:16853 | RootDesk/MyDesk/Card/CardManager.mlua:16855 | RootDesk/MyDesk/Card/CardManager.mlua:16919,,,
MLUA_CARDMANAGER_182,"피해량 +40, 공격 대상 +1",RootDesk/MyDesk/Card/CardManager.mlua:16655 | RootDesk/MyDesk/Card/CardManager.mlua:16703 | RootDesk/MyDesk/Card/CardManager.mlua:16895,,,
MLUA_CARDMANAGER_183,"해금! (대미지 120, 타겟 1명, 콤보스택 +1)",RootDesk/MyDesk/Card/CardManager.mlua:16659,,,
MLUA_CARDMANAGER_184,"피해량 +20, 쿨타임 감소",RootDesk/MyDesk/Card/CardManager.mlua:16660,,,
MLUA_CARDMANAGER_185,"해금! (대미지 120, 타겟 1명, 광역, 콤보스택 +1)",RootDesk/MyDesk/Card/CardManager.mlua:16667 | RootDesk/MyDesk/Card/CardManager.mlua:16683,,,
MLUA_CARDMANAGER_186,"해금! (대미지 100, 타겟 1명, 일반 2연타, 확률적 4연타 10%)",RootDesk/MyDesk/Card/CardManager.mlua:16691,,,
MLUA_CARDMANAGER_187,"해금! (대미지 120, 타겟 1명, 속박(도약) 1초, 콤보스택 +1)",RootDesk/MyDesk/Card/CardManager.mlua:16699,,,
MLUA_CARDMANAGER_188,"해금! (대미지 120, 지속 4초, 2초마다 2연타)",RootDesk/MyDesk/Card/CardManager.mlua:16707,,,
MLUA_CARDMANAGER_189,"피해량 +20, 지속 +1초",RootDesk/MyDesk/Card/CardManager.mlua:16709 | RootDesk/MyDesk/Card/CardManager.mlua:16801 | RootDesk/MyDesk/Card/CardManager.mlua:16807,,,
MLUA_CARDMANAGER_190,"해금! (대미지 350, 타겟 3명, 콤보스택 +2, 스턴 2초 100%)",RootDesk/MyDesk/Card/CardManager.mlua:16715,,,
MLUA_CARDMANAGER_191,"해금! (콤보 폭발 대미지 220%, 영구)",RootDesk/MyDesk/Card/CardManager.mlua:16729,,,
MLUA_CARDMANAGER_192,폭발 대미지 +10%,RootDesk/MyDesk/Card/CardManager.mlua:16730 | RootDesk/MyDesk/Card/CardManager.mlua:16731 | RootDesk/MyDesk/Card/CardManager.mlua:16732 | RootDesk/MyDesk/Card/CardManager.mlua:16733,,,
MLUA_CARDMANAGER_193,"해금! (15초마다 체력 2% 회복, 영구)",RootDesk/MyDesk/Card/CardManager.mlua:16737,,,
MLUA_CARDMANAGER_194,회복량 +1%,RootDesk/MyDesk/Card/CardManager.mlua:16738 | RootDesk/MyDesk/Card/CardManager.mlua:16739 | RootDesk/MyDesk/Card/CardManager.mlua:16740 | RootDesk/MyDesk/Card/CardManager.mlua:16741,,,
MLUA_CARDMANAGER_195,"해금! (대미지 300, 타겟 3명, 광역 2타 범위공격 50%)",RootDesk/MyDesk/Card/CardManager.mlua:16753,,,
MLUA_CARDMANAGER_196,"피해량 +84, 범위 2타 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16754,,,
MLUA_CARDMANAGER_197,"피해량 +126, 공격 대상 +1, 범위 2타 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16755,,,
MLUA_CARDMANAGER_198,"해금! (대미지 200, 넉백, 충돌 대미지 60%, 착지 시 범위 폭발 60%)",RootDesk/MyDesk/Card/CardManager.mlua:16759,,,
MLUA_CARDMANAGER_199,"피해량 +20, 충돌·폭발 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16760,,,
MLUA_CARDMANAGER_200,"피해량 +40, 충돌·폭발 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16761,,,
MLUA_CARDMANAGER_201,"해금! (대미지 300, 타겟 3명, 콤보스택 +2)",RootDesk/MyDesk/Card/CardManager.mlua:16765,,,
MLUA_CARDMANAGER_202,"해금! (대미지 230, 타겟 2명, 부채꼴 검기 4개 발사, 콤보스택 +1)",RootDesk/MyDesk/Card/CardManager.mlua:16771,,,
MLUA_CARDMANAGER_203,"피해량 +40, 공격 대상 +1, 검기 개수 증가",RootDesk/MyDesk/Card/CardManager.mlua:16773,,,
MLUA_CARDMANAGER_204,"해금! (대미지 280, 지속 4초, 2초마다 2연타)",RootDesk/MyDesk/Card/CardManager.mlua:16777,,,
MLUA_CARDMANAGER_205,"피해량 +40, 지속 +1초",RootDesk/MyDesk/Card/CardManager.mlua:16779,,,
MLUA_CARDMANAGER_206,"해금! (대미지 230, 타겟 3명, 일반 2연타, 확률적 4연타 15%)",RootDesk/MyDesk/Card/CardManager.mlua:16783,,,
MLUA_CARDMANAGER_207,"피해량 +30, 4연타 확률 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16784,,,
MLUA_CARDMANAGER_208,"피해량 +40, 4연타 확률 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16785,,,
MLUA_CARDMANAGER_209,"해금! (대미지 70, 타겟 1명, 속박 1초)",RootDesk/MyDesk/Card/CardManager.mlua:16789,,,
MLUA_CARDMANAGER_210,"피해량 +20, 타겟 2명",RootDesk/MyDesk/Card/CardManager.mlua:16790 | RootDesk/MyDesk/Card/CardManager.mlua:16799,,,
MLUA_CARDMANAGER_211,"피해량 +20, 속박 2초",RootDesk/MyDesk/Card/CardManager.mlua:16791,,,
MLUA_CARDMANAGER_212,"피해량 +20, 타겟 3명",RootDesk/MyDesk/Card/CardManager.mlua:16792,,,
MLUA_CARDMANAGER_213,피해량 +10,RootDesk/MyDesk/Card/CardManager.mlua:16793,,,
MLUA_CARDMANAGER_214,"해금! (대미지 80, 타겟 1명, 지속 2초, 범위 점차 증가)",RootDesk/MyDesk/Card/CardManager.mlua:16797,,,
MLUA_CARDMANAGER_215,"조합! (대미지 180, 타겟 2명, 지속 2초, 출혈 30%/초)",RootDesk/MyDesk/Card/CardManager.mlua:16805,,,
MLUA_CARDMANAGER_216,"해금! (대미지 80, 타겟 1명, 광역)",RootDesk/MyDesk/Card/CardManager.mlua:16811,,,
MLUA_CARDMANAGER_217,"해금! (대미지 60, 3초간 추적, 경로상 적 타격)",RootDesk/MyDesk/Card/CardManager.mlua:16819,,,
MLUA_CARDMANAGER_218,"해금! (대미지 120, 타겟 1명, 분열 3개 30%)",RootDesk/MyDesk/Card/CardManager.mlua:16827,,,
MLUA_CARDMANAGER_219,"피해량 +20, 분열 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16828 | RootDesk/MyDesk/Card/CardManager.mlua:16830,,,
MLUA_CARDMANAGER_220,"피해량 +20, 공격 대상 +1, 분열 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16829,,,
MLUA_CARDMANAGER_221,"피해량 +40, 분열 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16831,,,
MLUA_CARDMANAGER_222,"해금! (대미지 130, 타겟 1명, 광역)",RootDesk/MyDesk/Card/CardManager.mlua:16835,,,
MLUA_CARDMANAGER_223,"피해량 +30, 공격 대상 +1",RootDesk/MyDesk/Card/CardManager.mlua:16837 | RootDesk/MyDesk/Card/CardManager.mlua:16854 | RootDesk/MyDesk/Card/CardManager.mlua:16917,,,
MLUA_CARDMANAGER_224,피해량 +60,RootDesk/MyDesk/Card/CardManager.mlua:16839,,,
MLUA_CARDMANAGER_225,"해금! (대미지 110, 타겟 1명, 관통 1마리 30%)",RootDesk/MyDesk/Card/CardManager.mlua:16843,,,
MLUA_CARDMANAGER_226,"피해량 +20, 관통 +1마리(30/20%)",RootDesk/MyDesk/Card/CardManager.mlua:16844,,,
MLUA_CARDMANAGER_227,"피해량 +20, 공격 대상 +1, 관통 비율 상승(40/30%)",RootDesk/MyDesk/Card/CardManager.mlua:16845,,,
MLUA_CARDMANAGER_228,"피해량 +20, 관통 +1마리(40/30/20%)",RootDesk/MyDesk/Card/CardManager.mlua:16846,,,
MLUA_CARDMANAGER_229,"피해량 +30, 관통 비율 상승(50/40/30%)",RootDesk/MyDesk/Card/CardManager.mlua:16847,,,
MLUA_CARDMANAGER_230,"해금! (대미지 100, 타겟 1명, 3연타 40/30/30%)",RootDesk/MyDesk/Card/CardManager.mlua:16851,,,
MLUA_CARDMANAGER_231,"해금! (대미지 150, 타겟 1명, 2연타)",RootDesk/MyDesk/Card/CardManager.mlua:16859,,,
MLUA_CARDMANAGER_232,"피해량 +54, 공격 대상 +1, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:16860,,,
MLUA_CARDMANAGER_233,"피해량 +76, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:16861,,,
MLUA_CARDMANAGER_234,"피해량 +72, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:16862,,,
MLUA_CARDMANAGER_235,"피해량 +116, 공격 대상 +1, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:16863,,,
MLUA_CARDMANAGER_236,"해금! (대미지 117, 타겟 1명, 3연타)",RootDesk/MyDesk/Card/CardManager.mlua:16867,,,
MLUA_CARDMANAGER_237,"피해량 +33, 공격 대상 +1, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:16868,,,
MLUA_CARDMANAGER_238,"피해량 +84, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:16869,,,
MLUA_CARDMANAGER_239,"피해량 +66, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:16870,,,
MLUA_CARDMANAGER_240,"피해량 +114, 공격 대상 +1, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:16871,,,
MLUA_CARDMANAGER_241,"해금! (초당 대미지 20, 타겟 1명, 명중 -20%, 지속 3초)",RootDesk/MyDesk/Card/CardManager.mlua:16875,,,
MLUA_CARDMANAGER_242,"초당 대미지 +10, 공격 대상 +1, 명중 감소 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16876,,,
MLUA_CARDMANAGER_243,"초당 대미지 +20, 명중 감소 +10%, 지속 +1초",RootDesk/MyDesk/Card/CardManager.mlua:16877,,,
MLUA_CARDMANAGER_244,"초당 대미지 +10, 명중 감소 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16878,,,
MLUA_CARDMANAGER_245,"초당 대미지 +30, 공격 대상 +1, 명중 감소 +10%, 지속 +1초",RootDesk/MyDesk/Card/CardManager.mlua:16879,,,
MLUA_CARDMANAGER_246,"해금! (대미지 130, 타겟 1명, 크리티컬 확률 +10%)",RootDesk/MyDesk/Card/CardManager.mlua:16883,,,
MLUA_CARDMANAGER_247,"피해량 +20, 크리티컬 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16884 | RootDesk/MyDesk/Card/CardManager.mlua:16886,,,
MLUA_CARDMANAGER_248,"피해량 +30, 공격 대상 +1, 크리티컬 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16885,,,
MLUA_CARDMANAGER_249,"피해량 +60, 크리티컬 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16887 | RootDesk/MyDesk/Card/CardManager.mlua:17073,,,
MLUA_CARDMANAGER_250,"해금! (대미지 100, 타겟 2명, 메소 드랍 100%, 아이템 드랍 50%)",RootDesk/MyDesk/Card/CardManager.mlua:16891,,,
MLUA_CARDMANAGER_251,"해금! (대미지 150, 착지한 메소 전부 동시 폭발, 기본공격 시 메소 드랍 5%)",RootDesk/MyDesk/Card/CardManager.mlua:16899,,,
MLUA_CARDMANAGER_252,"피해량 +30, 메소 드랍 확률 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16900 | RootDesk/MyDesk/Card/CardManager.mlua:16902 | RootDesk/MyDesk/Card/CardManager.mlua:16903,,,
MLUA_CARDMANAGER_253,"피해량 +30, 범위 증가, 메소 드랍 확률 +5%",RootDesk/MyDesk/Card/CardManager.mlua:16901,,,
MLUA_CARDMANAGER_254,"해금! (지속 5초, 기본공격/스킬 복사 대미지 60%, 소환 1체)",RootDesk/MyDesk/Card/CardManager.mlua:16907,,,
MLUA_CARDMANAGER_255,복사 대미지 +10%,RootDesk/MyDesk/Card/CardManager.mlua:16908 | RootDesk/MyDesk/Card/CardManager.mlua:16910 | RootDesk/MyDesk/Card/CardManager.mlua:16911,,,
MLUA_CARDMANAGER_256,"지속 +1초, 복사 대미지 +10%",RootDesk/MyDesk/Card/CardManager.mlua:16909,,,
MLUA_CARDMANAGER_257,"해금! (대미지 140, 타겟 1명, 스턴 100%, 지속 2초)",RootDesk/MyDesk/Card/CardManager.mlua:16915,,,
MLUA_CARDMANAGER_258,"해금! (공격 회피 3%, 영구)",RootDesk/MyDesk/Card/CardManager.mlua:16947 | RootDesk/MyDesk/Card/CardManager.mlua:17045,,,
MLUA_CARDMANAGER_259,공격 회피 +2%,RootDesk/MyDesk/Card/CardManager.mlua:16948 | RootDesk/MyDesk/Card/CardManager.mlua:16949 | RootDesk/MyDesk/Card/CardManager.mlua:16950,,,
MLUA_CARDMANAGER_260,공격 회피 +3%,RootDesk/MyDesk/Card/CardManager.mlua:16951,,,
MLUA_CARDMANAGER_261,"조합! (대미지 210, 타겟 4명, 4연타 30%, 크리 +20%)",RootDesk/MyDesk/Card/CardManager.mlua:16955,,,
MLUA_CARDMANAGER_262,"조합! (대미지 200, 2발, 관통 4마리 50/40/30/20%)",RootDesk/MyDesk/Card/CardManager.mlua:16961,,,
MLUA_CARDMANAGER_263,"피해량 +20, 관통 비율 +10%p",RootDesk/MyDesk/Card/CardManager.mlua:16962 | RootDesk/MyDesk/Card/CardManager.mlua:16963,,,
MLUA_CARDMANAGER_264,"조합! (대미지 160, 타겟 3명, 속박 2초, 해제 시 추가타 30~100%)",RootDesk/MyDesk/Card/CardManager.mlua:16967,,,
MLUA_CARDMANAGER_265,"조합! (대미지 280, 타겟 2명, 스톰 2초 — 닿으면 30%)",RootDesk/MyDesk/Card/CardManager.mlua:16973,,,
MLUA_CARDMANAGER_266,"피해량 +20, 스톰 대미지 +10%p",RootDesk/MyDesk/Card/CardManager.mlua:16974 | RootDesk/MyDesk/Card/CardManager.mlua:16975,,,
MLUA_CARDMANAGER_267,"조합! (대미지 220, 타겟 2명, 5개 분열 80%)",RootDesk/MyDesk/Card/CardManager.mlua:16979,,,
MLUA_CARDMANAGER_268,"피해량 +20, 분열 대미지 +10%p",RootDesk/MyDesk/Card/CardManager.mlua:16980 | RootDesk/MyDesk/Card/CardManager.mlua:16981,,,
MLUA_CARDMANAGER_269,"조합! (대미지 160, 지속 3초, 소멸 시 폭발 40%)",RootDesk/MyDesk/Card/CardManager.mlua:16985,,,
MLUA_CARDMANAGER_270,"피해량 +20, 폭발 대미지 +10%p",RootDesk/MyDesk/Card/CardManager.mlua:16986 | RootDesk/MyDesk/Card/CardManager.mlua:16987,,,
MLUA_CARDMANAGER_271,"조합! (대미지 220, 타겟 1명 광역, 스턴 2초 100%)",RootDesk/MyDesk/Card/CardManager.mlua:16991,,,
MLUA_CARDMANAGER_272,"해금! (기본 공격 10% 확률로 추가 공격 100%, 영구)",RootDesk/MyDesk/Card/CardManager.mlua:16997,,,
MLUA_CARDMANAGER_273,"발동 확률 +5%, 추가 공격 대미지 +20%",RootDesk/MyDesk/Card/CardManager.mlua:16998 | RootDesk/MyDesk/Card/CardManager.mlua:16999 | RootDesk/MyDesk/Card/CardManager.mlua:17000 | RootDesk/MyDesk/Card/CardManager.mlua:17001,,,
MLUA_CARDMANAGER_274,피해량 +3%,RootDesk/MyDesk/Card/CardManager.mlua:17006,,,
MLUA_CARDMANAGER_275,피해량 +4%,RootDesk/MyDesk/Card/CardManager.mlua:17007 | RootDesk/MyDesk/Card/CardManager.mlua:17008 | RootDesk/MyDesk/Card/CardManager.mlua:17009,,,
MLUA_CARDMANAGER_276,회피 확률 +2%,RootDesk/MyDesk/Card/CardManager.mlua:17046 | RootDesk/MyDesk/Card/CardManager.mlua:17047 | RootDesk/MyDesk/Card/CardManager.mlua:17048 | RootDesk/MyDesk/Skill/SkillUpgradeUI.mlua:405 | RootDesk/MyDesk/Skill/SkillUpgradeUI.mlua:428,,,
MLUA_CARDMANAGER_277,회피 확률 +3%,RootDesk/MyDesk/Card/CardManager.mlua:17049,,,
MLUA_CARDMANAGER_278,"해금! (대미지 560, 타겟 3명, 2연타)",RootDesk/MyDesk/Card/CardManager.mlua:17053,,,
MLUA_CARDMANAGER_279,"피해량 +100, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:17054,,,
MLUA_CARDMANAGER_280,"피해량 +108, 공격 대상 +1, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:17055,,,
MLUA_CARDMANAGER_281,"해금! (대미지 494, 타겟 4명, 5연타, 범위 공격)",RootDesk/MyDesk/Card/CardManager.mlua:17059,,,
MLUA_CARDMANAGER_282,"피해량 +86, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:17060,,,
MLUA_CARDMANAGER_283,"피해량 +133, 타격 강도 증가",RootDesk/MyDesk/Card/CardManager.mlua:17061,,,
MLUA_CARDMANAGER_284,"해금! (초당 대미지 90, 추가 대미지 108, 타겟 3명, 지속 5초)",RootDesk/MyDesk/Card/CardManager.mlua:17065,,,
MLUA_CARDMANAGER_285,"초당 대미지 +10, 추가 대미지 +32",RootDesk/MyDesk/Card/CardManager.mlua:17066,,,
MLUA_CARDMANAGER_286,"초당 대미지 +10, 추가 대미지 +36",RootDesk/MyDesk/Card/CardManager.mlua:17067,,,
MLUA_CARDMANAGER_287,"해금! (대미지 352, 타겟 2명(넉백), 크리티컬 확률 +30%, 메소·아이템 드랍)",RootDesk/MyDesk/Card/CardManager.mlua:17071,,,
